Cells,Value,Error
2.0,2.06608e-10,0.0137
3.0,2.64778e-10,0.013
4.0,3.9145e-10,0.0121
5.0,6.20384e-10,0.0114
6.0,1.01664e-09,0.0108
7.0,1.67519e-09,0.0102
8.0,2.7536e-09,0.0097
9.0,4.51401e-09,0.0093
10.0,7.40047e-09,0.0089
11.0,1.20951e-08,0.0086
12.0,1.95838e-08,0.0082
13.0,3.16929e-08,0.0079
14.0,5.08859e-08,0.0076
15.0,8.13884e-08,0.0074
16.0,1.29623e-07,0.0072
17.0,2.05277e-07,0.007
18.0,3.24539e-07,0.0068
19.0,5.1087e-07,0.0066
20.0,7.98991e-07,0.0064
21.0,1.25023e-06,0.0063
22.0,1.41138e-05,0.006
24.0,8.1381e-06,0.0053
25.0,2.53762e-06,0.0064
26.0,1.41805e-05,0.0052
27.0,2.99251e-05,0.0046
28.0,6.80774e-05,0.004
29.0,0.000162831,0.0034
30.0,0.000425731,0.0028
31.0,0.000272456,0.0032
33.0,0.000404347,0.0027
34.0,0.0296565,0.0021
35.0,0.00117163,0.0022
36.0,0.0748225,0.0017
37.0,0.0036607,0.0017
38.0,0.259814,0.0014
39.0,0.0121852,0.0014
40.0,0.727425,0.0011
41.0,0.0368874,0.0011
42.0,1.90084,0.0009
43.0,0.0909962,0.0009
44.0,3.42432,0.0008
45.0,0.157859,0.0009
46.0,5.53323,0.0007
47.0,0.290101,0.0009
48.0,0.282409,0.0008
49.0,4.12522,0.0008
53.0,5.97114,0.0004
54.0,0.434204,0.0003
55.0,0.447382,0.0004
56.0,8.44789,0.0003
57.0,0.250463,0.0004
58.0,5.33302,0.0003
59.0,0.145135,0.0004
60.0,2.95619,0.0004
61.0,0.0579591,0.0005
62.0,1.11384,0.0005
63.0,0.0186497,0.0007
64.0,0.390546,0.0007
65.0,0.00544413,0.0009
66.0,0.109791,0.0008
67.0,0.00170024,0.0011
68.0,0.0426943,0.001
69.0,0.000571946,0.0014
71.0,0.000366887,0.0016
72.0,0.000638467,0.0014
73.0,0.000296695,0.0016
74.0,0.00014638,0.0018
75.0,7.48665e-05,0.0021
76.0,3.93723e-05,0.0024
77.0,2.10432e-05,0.0028
78.0,1.13569e-05,0.0031
79.0,6.20511e-06,0.0035
80.0,3.43121e-06,0.0039
81.0,1.99571e-06,0.0044
82.0,3.94161e-07,0.0056
83.0,1.17461e-06,0.0049
85.0,2.04514e-06,0.0054
86.0,1.82796e-07,0.0056
87.0,1.16702e-07,0.0058
88.0,7.40746e-08,0.006
89.0,4.69203e-08,0.0063
90.0,2.95374e-08,0.0065
91.0,1.85471e-08,0.0068
92.0,1.15295e-08,0.007
93.0,7.14501e-09,0.0073
94.0,4.41474e-09,0.0076
95.0,2.70358e-09,0.008
96.0,1.64703e-09,0.0083
97.0,1.00336e-09,0.0087
98.0,6.09443e-10,0.0092
99.0,3.67263e-10,0.0096
100.0,2.20251e-10,0.0102
101.0,1.31897e-10,0.0107
102.0,7.83593e-11,0.0114
103.0,4.55079e-11,0.0121
104.0,2.55018e-11,0.0129
105.0,1.2129e-11,0.0143
