Cells,Value,Error
2.0,1263500.0,0.0093
3.0,1559270.0,0.0089
4.0,2201060.0,0.0087
5.0,3298650.0,0.0083
6.0,5087350.0,0.008
7.0,7893930.0,0.0077
8.0,12134300.0,0.0075
9.0,18572400.0,0.0072
10.0,28162700.0,0.007
11.0,42217900.0,0.0068
12.0,62764100.0,0.0067
13.0,91390300.0,0.0065
14.0,132131000.0,0.0064
15.0,188930000.0,0.0063
16.0,264434000.0,0.0062
17.0,367561000.0,0.006
18.0,506021000.0,0.0058
19.0,708768000.0,0.0055
20.0,1015820000.0,0.0051
21.0,1457020000.0,0.0045
22.0,1568710000.0,0.0051
24.0,1731200000.0,0.004
25.0,6857570000.0,0.0035
26.0,21169500000.0,0.0032
27.0,48255300000.0,0.0029
28.0,106895000000.0,0.0026
29.0,218656000000.0,0.0024
30.0,350888000000.0,0.0023
31.0,487057000000.0,0.002
33.0,1677840000000.0,0.0016
34.0,3639570000000.0,0.0016
35.0,4986940000000.0,0.0014
36.0,7512330000000.0,0.0014
37.0,12478000000000.0,0.0011
38.0,24321700000000.0,0.0011
39.0,36747100000000.0,0.0009
40.0,63250900000000.0,0.0009
41.0,94203800000000.0,0.0007
42.0,159811000000000.0,0.0007
43.0,192735000000000.0,0.0006
44.0,247558000000000.0,0.0006
45.0,268071000000000.0,0.0006
46.0,308709000000000.0,0.0007
47.0,309935000000000.0,0.0007
48.0,310525000000000.0,0.0006
49.0,321094000000000.0,0.0006
53.0,364067000000000.0,0.0005
54.0,363039000000000.0,0.0004
55.0,368921000000000.0,0.0005
56.0,371839000000000.0,0.0004
57.0,334844000000000.0,0.0003
58.0,314686000000000.0,0.0004
59.0,253451000000000.0,0.0003
60.0,214554000000000.0,0.0004
61.0,130285000000000.0,0.0003
62.0,89517100000000.0,0.0004
63.0,52565600000000.0,0.0004
64.0,35017000000000.0,0.0005
65.0,17991100000000.0,0.0005
66.0,10847200000000.0,0.0007
67.0,7176620000000.0,0.0007
68.0,5190970000000.0,0.0008
69.0,2372930000000.0,0.0008
71.0,662507000000.0,0.001
72.0,496922000000.0,0.0011
73.0,363753000000.0,0.0012
74.0,219766000000.0,0.0013
75.0,121232000000.0,0.0014
76.0,64624000000.0,0.0015
77.0,34194300000.0,0.0017
78.0,18139800000.0,0.0019
79.0,9705460000.0,0.0021
80.0,5221800000.0,0.0024
81.0,2760400000.0,0.0027
82.0,1015500000.0,0.003
83.0,259617000.0,0.0037
85.0,229946000.0,0.0051
86.0,212292000.0,0.0042
87.0,147576000.0,0.0046
88.0,101733000.0,0.0051
89.0,72655900.0,0.0053
90.0,52030000.0,0.0056
91.0,37204500.0,0.0057
92.0,26285600.0,0.0059
93.0,18329700.0,0.006
94.0,12610700.0,0.0062
95.0,8584400.0,0.0063
96.0,5752510.0,0.0065
97.0,3802320.0,0.0067
98.0,2492200.0,0.0069
99.0,1620800.0,0.0071
100.0,1038630.0,0.0075
101.0,655187.0,0.0077
102.0,411537.0,0.0081
103.0,247334.0,0.0084
104.0,140509.0,0.0089
105.0,65495.4,0.0095
