Cells,Value,Error
2.0,8.1678e-09,0.0098
3.0,1.00586e-08,0.0093
4.0,1.41992e-08,0.0091
5.0,2.13381e-08,0.0086
6.0,3.29553e-08,0.0084
7.0,5.09786e-08,0.008
8.0,7.84984e-08,0.0078
9.0,1.19883e-07,0.0074
10.0,1.80606e-07,0.0073
11.0,2.70684e-07,0.0071
12.0,4.02527e-07,0.007
13.0,5.83462e-07,0.0067
14.0,8.36194e-07,0.0066
15.0,1.18572e-06,0.0065
16.0,1.63714e-06,0.0064
17.0,2.23658e-06,0.0062
18.0,2.98633e-06,0.0061
19.0,4.02444e-06,0.0057
20.0,5.54172e-06,0.0054
21.0,7.95249e-06,0.0048
22.0,8.32416e-06,0.0052
24.0,1.86418e-05,0.0042
25.0,4.11045e-05,0.0037
26.0,0.000123487,0.0033
27.0,0.000285614,0.003
28.0,0.000647597,0.0027
29.0,0.00135707,0.0025
30.0,0.00214169,0.0024
31.0,0.00284389,0.0022
33.0,0.00954038,0.0017
34.0,0.0184264,0.0018
35.0,0.0294966,0.0015
36.0,0.0378223,0.0016
37.0,0.0707911,0.0012
38.0,0.120893,0.0013
39.0,0.208313,0.0009
40.0,0.311272,0.001
41.0,0.536567,0.0008
42.0,0.805349,0.0008
43.0,1.15791,0.0007
44.0,1.328,0.0008
45.0,1.67804,0.0007
46.0,1.63727,0.0009
47.0,1.93931,0.0011
48.0,1.99638,0.0008
49.0,1.3065,0.0009
53.0,1.52311,0.0007
54.0,2.36101,0.0006
55.0,2.33619,0.0007
56.0,2.01283,0.0006
57.0,2.10982,0.0004
58.0,1.70171,0.0005
59.0,1.52391,0.0004
60.0,1.08558,0.0004
61.0,0.741586,0.0004
62.0,0.441876,0.0005
63.0,0.298057,0.0005
64.0,0.174296,0.0006
65.0,0.102174,0.0006
66.0,0.0546795,0.0008
67.0,0.0424963,0.0007
68.0,0.0262509,0.0009
69.0,0.0134891,0.0008
71.0,0.00386869,0.0011
72.0,0.0030245,0.0012
73.0,0.00226982,0.0013
74.0,0.00135122,0.0014
75.0,0.000730225,0.0015
76.0,0.000382291,0.0016
77.0,0.000199742,0.0018
78.0,0.000104918,0.0021
79.0,5.57779e-05,0.0023
80.0,2.99339e-05,0.0026
81.0,1.57365e-05,0.003
82.0,6.00035e-06,0.0034
83.0,2.76521e-06,0.0041
85.0,1.21103e-06,0.0059
86.0,1.14791e-06,0.0046
87.0,7.97996e-07,0.005
88.0,5.76262e-07,0.0055
89.0,4.27195e-07,0.0057
90.0,3.14961e-07,0.006
91.0,2.29543e-07,0.006
92.0,1.64928e-07,0.0062
93.0,1.15783e-07,0.0063
94.0,8.01012e-08,0.0065
95.0,5.47956e-08,0.0066
96.0,3.69679e-08,0.0068
97.0,2.45609e-08,0.007
98.0,1.61321e-08,0.0073
99.0,1.05023e-08,0.0075
100.0,6.71661e-09,0.0079
101.0,4.25452e-09,0.0081
102.0,2.66611e-09,0.0086
103.0,1.59508e-09,0.0089
104.0,9.03083e-10,0.0096
105.0,4.18986e-10,0.0103
