Cells,Energy,Value,Error
2.0,0.1,13982.2,0.0112
2.0,1.0,773267.0,0.0094
2.0,5.0,319842.0,0.0101
2.0,10.0,156349.0,0.0114
2.0,20.0,55.1616,0.4531
2.0,total,1263500.0,0.0093
3.0,0.1,17469.9,0.0106
3.0,1.0,955109.0,0.009
3.0,5.0,393970.0,0.0096
3.0,10.0,192635.0,0.0105
3.0,20.0,83.7742,0.333
3.0,total,1559270.0,0.0089
4.0,0.1,24623.3,0.0109
4.0,1.0,1346680.0,0.0087
4.0,5.0,558305.0,0.0095
4.0,10.0,271314.0,0.0105
4.0,20.0,138.518,0.3154
4.0,total,2201060.0,0.0087
5.0,0.1,36871.0,0.01
5.0,1.0,2019500.0,0.0084
5.0,5.0,834024.0,0.0089
5.0,10.0,408110.0,0.0098
5.0,20.0,143.486,0.2793
5.0,total,3298650.0,0.0083
6.0,0.1,57202.0,0.0101
6.0,1.0,3114390.0,0.0081
6.0,5.0,1283290.0,0.0086
6.0,10.0,632262.0,0.0097
6.0,20.0,210.122,0.2926
6.0,total,5087350.0,0.008
7.0,0.1,88142.4,0.0092
7.0,1.0,4839140.0,0.0078
7.0,5.0,1994610.0,0.0082
7.0,10.0,971402.0,0.0091
7.0,20.0,636.126,0.2254
7.0,total,7893930.0,0.0077
8.0,0.1,135804.0,0.0092
8.0,1.0,7421650.0,0.0075
8.0,5.0,3083840.0,0.008
8.0,10.0,1492290.0,0.0089
8.0,20.0,665.018,0.2615
8.0,total,12134300.0,0.0075
9.0,0.1,205984.0,0.0085
9.0,1.0,11369800.0,0.0073
9.0,5.0,4721330.0,0.0077
9.0,10.0,2274170.0,0.0084
9.0,20.0,1144.03,0.207
9.0,total,18572400.0,0.0072
10.0,0.1,314101.0,0.0086
10.0,1.0,17319800.0,0.0071
10.0,5.0,7123770.0,0.0076
10.0,10.0,3402950.0,0.0083
10.0,20.0,2096.82,0.193
10.0,total,28162700.0,0.007
11.0,0.1,470066.0,0.0081
11.0,1.0,25927200.0,0.0069
11.0,5.0,10761800.0,0.0073
11.0,10.0,5055390.0,0.0079
11.0,20.0,3412.25,0.174
11.0,total,42217900.0,0.0068
12.0,0.1,698700.0,0.0082
12.0,1.0,38537000.0,0.0068
12.0,5.0,16004500.0,0.0072
12.0,10.0,7519230.0,0.0079
12.0,20.0,4623.78,0.2051
12.0,total,62764100.0,0.0067
13.0,0.1,1013080.0,0.0076
13.0,1.0,56162400.0,0.0066
13.0,5.0,23411200.0,0.0069
13.0,10.0,10795700.0,0.0076
13.0,20.0,7944.5,0.1542
13.0,total,91390300.0,0.0065
14.0,0.1,1445990.0,0.0079
14.0,1.0,81288200.0,0.0065
14.0,5.0,34198800.0,0.0069
14.0,10.0,15187000.0,0.0076
14.0,20.0,10710.4,0.1569
14.0,total,132131000.0,0.0064
15.0,0.1,2070450.0,0.0074
15.0,1.0,116660000.0,0.0063
15.0,5.0,48962900.0,0.0066
15.0,10.0,21217600.0,0.0073
15.0,20.0,18999.4,0.1272
15.0,total,188930000.0,0.0063
16.0,0.1,2903470.0,0.0077
16.0,1.0,163727000.0,0.0062
16.0,5.0,69142300.0,0.0066
16.0,10.0,28630300.0,0.0075
16.0,20.0,31202.5,0.1562
16.0,total,264434000.0,0.0062
17.0,0.1,3977630.0,0.0072
17.0,1.0,228019000.0,0.006
17.0,5.0,97771200.0,0.0063
17.0,10.0,37748700.0,0.0072
17.0,20.0,44128.4,0.1229
17.0,total,367561000.0,0.006
18.0,0.1,5379090.0,0.0075
18.0,1.0,315829000.0,0.0059
18.0,5.0,136889000.0,0.0062
18.0,10.0,47845900.0,0.0075
18.0,20.0,77751.9,0.1157
18.0,total,506021000.0,0.0058
19.0,0.1,7436330.0,0.0068
19.0,1.0,444663000.0,0.0055
19.0,5.0,196510000.0,0.0058
19.0,10.0,60018800.0,0.0072
19.0,20.0,139618.0,0.1011
19.0,total,708768000.0,0.0055
20.0,0.1,10253500.0,0.007
20.0,1.0,637899000.0,0.0052
20.0,5.0,290937000.0,0.0055
20.0,10.0,76528000.0,0.0072
20.0,20.0,204998.0,0.1019
20.0,total,1015820000.0,0.0051
21.0,0.1,14001500.0,0.0062
21.0,1.0,878387000.0,0.0047
21.0,5.0,458027000.0,0.0049
21.0,10.0,106307000.0,0.0065
21.0,20.0,292736.0,0.0951
21.0,total,1457020000.0,0.0045
22.0,0.1,40730700.0,0.021
22.0,1.0,832530000.0,0.0064
22.0,5.0,565610000.0,0.0057
22.0,10.0,129574000.0,0.0092
22.0,20.0,267402.0,0.1552
22.0,total,1568710000.0,0.0051
24.0,0.1,48514200.0,0.0043
24.0,1.0,823317000.0,0.0042
24.0,5.0,686228000.0,0.0044
24.0,10.0,172826000.0,0.006
24.0,20.0,311048.0,0.1159
24.0,total,1731200000.0,0.004
25.0,0.1,61300000.0,0.004
25.0,1.0,4247700000.0,0.0035
25.0,5.0,1908760000.0,0.0037
25.0,10.0,638605000.0,0.0044
25.0,20.0,1205310.0,0.0668
25.0,total,6857570000.0,0.0035
26.0,0.1,349349000.0,0.0036
26.0,1.0,13277200000.0,0.0032
26.0,5.0,5338190000.0,0.0034
26.0,10.0,2201470000.0,0.0038
26.0,20.0,3331330.0,0.0604
26.0,total,21169500000.0,0.0032
27.0,0.1,813038000.0,0.0032
27.0,1.0,30239200000.0,0.0029
27.0,5.0,11982200000.0,0.0031
27.0,10.0,5213240000.0,0.0034
27.0,20.0,7598010.0,0.0551
27.0,total,48255300000.0,0.0029
28.0,0.1,1823690000.0,0.003
28.0,1.0,66618500000.0,0.0026
28.0,5.0,26335700000.0,0.0028
28.0,10.0,12099300000.0,0.0031
28.0,20.0,17406700.0,0.0499
28.0,total,106895000000.0,0.0026
29.0,0.1,3745710000.0,0.0028
29.0,1.0,135033000000.0,0.0024
29.0,5.0,54050100000.0,0.0026
29.0,10.0,25793100000.0,0.0029
29.0,20.0,34230000.0,0.0501
29.0,total,218656000000.0,0.0024
30.0,0.1,5810550000.0,0.0028
30.0,1.0,216722000000.0,0.0023
30.0,5.0,89176200000.0,0.0025
30.0,10.0,39120500000.0,0.0029
30.0,20.0,58757700.0,0.0506
30.0,total,350888000000.0,0.0023
31.0,0.1,4321100000.0,0.0028
31.0,1.0,304610000000.0,0.002
31.0,5.0,137134000000.0,0.0023
31.0,10.0,40888100000.0,0.0031
31.0,20.0,102895000.0,0.0499
31.0,total,487056000000.0,0.002
33.0,0.1,26792500000.0,0.0019
33.0,1.0,1061680000000.0,0.0016
33.0,5.0,431889000000.0,0.0018
33.0,10.0,157114000000.0,0.0022
33.0,20.0,357032000.0,0.0357
33.0,total,1677840000000.0,0.0016
34.0,0.1,201361000000.0,0.003
34.0,1.0,2195030000000.0,0.0017
34.0,5.0,897836000000.0,0.0019
34.0,10.0,344532000000.0,0.0027
34.0,20.0,806107000.0,0.05
34.0,total,3639560000000.0,0.0016
35.0,0.1,85184700000.0,0.0017
35.0,1.0,3107320000000.0,0.0014
35.0,5.0,1285870000000.0,0.0016
35.0,10.0,507441000000.0,0.0019
35.0,20.0,1103170000.0,0.0318
35.0,total,4986920000000.0,0.0014
36.0,0.1,403398000000.0,0.0029
36.0,1.0,4548850000000.0,0.0015
36.0,5.0,1870050000000.0,0.0018
36.0,10.0,688202000000.0,0.0026
36.0,20.0,1810630000.0,0.0479
36.0,total,7512310000000.0,0.0014
37.0,0.1,201646000000.0,0.0013
37.0,1.0,7896050000000.0,0.0011
37.0,5.0,3231480000000.0,0.0012
37.0,10.0,1145410000000.0,0.0015
37.0,20.0,3373390000.0,0.0228
37.0,total,12478000000000.0,0.0011
38.0,0.1,1304880000000.0,0.0023
38.0,1.0,14825100000000.0,0.0012
38.0,5.0,6041020000000.0,0.0014
38.0,10.0,2143110000000.0,0.002
38.0,20.0,7576430000.0,0.0329
38.0,total,24321600000000.0,0.0011
39.0,0.1,602719000000.0,0.0011
39.0,1.0,23227300000000.0,0.0009
39.0,5.0,9572410000000.0,0.001
39.0,10.0,3332280000000.0,0.0013
39.0,20.0,12347600000.0,0.0182
39.0,total,36747100000000.0,0.0009
40.0,0.1,3394750000000.0,0.0019
40.0,1.0,38794300000000.0,0.0009
40.0,5.0,15613200000000.0,0.0011
40.0,10.0,5422920000000.0,0.0017
40.0,20.0,25695900000.0,0.024
40.0,total,63250800000000.0,0.0009
41.0,0.1,1554190000000.0,0.0009
41.0,1.0,59385700000000.0,0.0007
41.0,5.0,24659500000000.0,0.0008
41.0,10.0,8564060000000.0,0.0011
41.0,20.0,40120500000.0,0.015
41.0,total,94203600000000.0,0.0007
42.0,0.1,8620730000000.0,0.0017
42.0,1.0,97092400000000.0,0.0008
42.0,5.0,39463500000000.0,0.001
42.0,10.0,14554000000000.0,0.0015
42.0,20.0,80164400000.0,0.0195
