User,Time,Value,Error
0.0,4380.0,0.0,0.0
0.0,6180.0,0.0,0.0
0.0,7488.0,0.0,0.0
0.0,11580.0,0.0,0.0
0.0,17280.0,0.0,0.0
0.0,24480.0,0.0,0.0
0.0,34080.0,0.0,0.0
0.0,45780.0,0.0,0.0
0.0,57240.0,0.0,0.0
0.0,72550.0,0.0,0.0
0.0,90720.0,0.0,0.0
0.0,132000.0,0.0,0.0
0.0,212400.0,0.0,0.0
0.0,345600.0,0.0,0.0
0.0,479300.0,0.0,0.0
0.0,708500.0,0.0,0.0
0.0,1050000.0,0.0,0.0
0.0,1670000.0,0.0,0.0
0.0,1710000.0,0.0,0.0
Sc48,4380.0,2.35872e-08,0.1577
Sc48,6180.0,2.34007e-08,0.1577
Sc48,7488.0,2.32662e-08,0.1577
Sc48,11580.0,2.28502e-08,0.1577
Sc48,17280.0,2.22831e-08,0.1577
Sc48,24480.0,2.15868e-08,0.1577
Sc48,34080.0,2.06922e-08,0.1577
Sc48,45780.0,1.96519e-08,0.1577
Sc48,57240.0,1.86836e-08,0.1577
Sc48,72550.0,1.7464e-08,0.1577
Sc48,90720.0,1.61195e-08,0.1577
Sc48,132000.0,1.34372e-08,0.1577
Sc48,212400.0,9.42668e-09,0.1577
Sc48,345600.0,5.2397e-09,0.1577
Sc48,479300.0,2.90601e-09,0.1577
Sc48,708500.0,1.05785e-09,0.1577
Sc48,1050000.0,2.34703e-10,0.1577
Sc48,1670000.0,1.52525e-11,0.1577
Sc48,1710000.0,1.27864e-11,0.1577
Cr51,4380.0,5.09996e-08,0.015
Cr51,6180.0,5.0973e-08,0.015
Cr51,7488.0,5.09537e-08,0.015
Cr51,11580.0,5.08933e-08,0.015
Cr51,17280.0,5.08094e-08,0.015
Cr51,24480.0,5.07036e-08,0.015
Cr51,34080.0,5.05628e-08,0.015
Cr51,45780.0,5.03918e-08,0.015
Cr51,57240.0,5.02248e-08,0.015
Cr51,72550.0,5.00026e-08,0.015
Cr51,90720.0,4.97402e-08,0.015
Cr51,132000.0,4.91491e-08,0.015
Cr51,212400.0,4.80179e-08,0.015
Cr51,345600.0,4.62009e-08,0.015
Cr51,479300.0,4.44462e-08,0.015
Cr51,708500.0,4.15918e-08,0.015
Cr51,1050000.0,3.76753e-08,0.015
Cr51,1670000.0,3.14832e-08,0.015
Cr51,1710000.0,3.11206e-08,0.015
Mn56,4380.0,0.0002862,0.002
Mn56,6180.0,0.000250256,0.002
Mn56,7488.0,0.000227002,0.002
Mn56,11580.0,0.000167312,0.002
Mn56,17280.0,0.000109384,0.002
Mn56,24480.0,6.39458e-05,0.002
Mn56,34080.0,3.12575e-05,0.002
Mn56,45780.0,1.30646e-05,0.002
Mn56,57240.0,5.55918e-06,0.002
Mn56,72550.0,1.77524e-06,0.002
Mn56,90720.0,4.58031e-07,0.002
Mn56,132000.0,2.10964e-08,0.002
Mn56,212400.0,5.25745e-11,0.002
Mn56,345600.0,2.55639e-15,0.002
Mn56,479300.0,1.19753e-19,0.002
Mn56,708500.0,4.53485e-27,0.002
Mn56,1050000.0,3.96691e-38,0.002
Mn56,1670000.0,3.32839e-58,0.002
Mn56,1710000.0,1.68653e-59,0.002
Mn54,4380.0,5.39366e-08,0.0071
Mn54,6180.0,5.39341e-08,0.0071
Mn54,7488.0,5.39322e-08,0.0071
Mn54,11580.0,5.39266e-08,0.0071
Mn54,17280.0,5.39187e-08,0.0071
Mn54,24480.0,5.39087e-08,0.0071
Mn54,34080.0,5.38954e-08,0.0071
Mn54,45780.0,5.38792e-08,0.0071
Mn54,57240.0,5.38633e-08,0.0071
Mn54,72550.0,5.38421e-08,0.0071
Mn54,90720.0,5.3817e-08,0.0071
Mn54,132000.0,5.37599e-08,0.0071
Mn54,212400.0,5.3649e-08,0.0071
Mn54,345600.0,5.34656e-08,0.0071
Mn54,479300.0,5.32822e-08,0.0071
Mn54,708500.0,5.29693e-08,0.0071
Mn54,1050000.0,5.25064e-08,0.0071
Mn54,1670000.0,5.16764e-08,0.0071
Mn54,1710000.0,5.16233e-08,0.0071
Fe59,4380.0,3.02571e-08,0.013
Fe59,6180.0,3.02473e-08,0.013
Fe59,7488.0,3.02402e-08,0.013
Fe59,11580.0,3.02179e-08,0.013
Fe59,17280.0,3.01869e-08,0.013
Fe59,24480.0,3.01477e-08,0.013
Fe59,34080.0,3.00956e-08,0.013
Fe59,45780.0,3.00321e-08,0.013
Fe59,57240.0,2.99701e-08,0.013
Fe59,72550.0,2.98875e-08,0.013
Fe59,90720.0,2.97898e-08,0.013
Fe59,132000.0,2.95689e-08,0.013
Fe59,212400.0,2.91433e-08,0.013
Fe59,345600.0,2.84518e-08,0.013
Fe59,479300.0,2.77741e-08,0.013
Fe59,708500.0,2.66497e-08,0.013
Fe59,1050000.0,2.50584e-08,0.013
Fe59,1670000.0,2.24081e-08,0.013
Fe59,1710000.0,2.2247e-08,0.013
Co60,4380.0,4.01877e-08,0.0022
Co60,6180.0,4.01874e-08,0.0022
Co60,7488.0,4.01872e-08,0.0022
Co60,11580.0,4.01865e-08,0.0022
Co60,17280.0,4.01855e-08,0.0022
Co60,24480.0,4.01843e-08,0.0022
Co60,34080.0,4.01827e-08,0.0022
Co60,45780.0,4.01807e-08,0.0022
Co60,57240.0,4.01788e-08,0.0022
Co60,72550.0,4.01763e-08,0.0022
Co60,90720.0,4.01732e-08,0.0022
Co60,132000.0,4.01663e-08,0.0022
Co60,212400.0,4.01529e-08,0.0022
Co60,345600.0,4.01306e-08,0.0022
Co60,479300.0,4.01082e-08,0.0022
Co60,708500.0,4.00699e-08,0.0022
Co60,1050000.0,4.0013e-08,0.0022
Co60,1670000.0,3.99097e-08,0.0022
Co60,1710000.0,3.99031e-08,0.0022
Co58,4380.0,3.93334e-07,0.0047
Co58,6180.0,3.93254e-07,0.0047
Co58,7488.0,3.93196e-07,0.0047
Co58,11580.0,3.93013e-07,0.0047
Co58,17280.0,3.9276e-07,0.0047
Co58,24480.0,3.9244e-07,0.0047
Co58,34080.0,3.92014e-07,0.0047
Co58,45780.0,3.91495e-07,0.0047
Co58,57240.0,3.90987e-07,0.0047
Co58,72550.0,3.9031e-07,0.0047
Co58,90720.0,3.89508e-07,0.0047
Co58,132000.0,3.87692e-07,0.0047
Co58,212400.0,3.8418e-07,0.0047
Co58,345600.0,3.78431e-07,0.0047
Co58,479300.0,3.72746e-07,0.0047
Co58,708500.0,3.632e-07,0.0047
Co58,1050000.0,3.49427e-07,0.0047
Co58,1670000.0,3.25744e-07,0.0047
Co58,1710000.0,3.24272e-07,0.0047
Co57,4380.0,3.58168e-09,0.0163
Co57,6180.0,3.58149e-09,0.0163
Co57,7488.0,3.58135e-09,0.0163
Co57,11580.0,3.58092e-09,0.0163
Co57,17280.0,3.58032e-09,0.0163
Co57,24480.0,3.57956e-09,0.0163
