User,Time,Value,Error
0.0,86400.0,0.0,0.0
0.0,604800.0,0.0,0.0
0.0,1296000.0,0.0,0.0
0.0,2592000.0,0.0,0.0
0.0,5184000.0,0.0,0.0
V51,86400.0,1.72553e-08,0.229
V51,604800.0,1.75505e-09,0.229
V51,1296000.0,8.33251e-11,0.229
V51,2592000.0,2.74909e-13,0.229
V51,5184000.0,2.99238e-18,0.229
Cr50,86400.0,1.88895e-08,0.0104
Cr50,604800.0,1.62563e-08,0.0104
Cr50,1296000.0,1.33072e-08,0.0104
Cr50,2592000.0,9.14297e-09,0.0104
Cr50,5184000.0,4.31606e-09,0.0104
Cr52,86400.0,2.91633e-08,0.0392
Cr52,604800.0,2.50979e-08,0.0392
Cr52,1296000.0,2.05449e-08,0.0392
Cr52,2592000.0,1.41157e-08,0.0392
Cr52,5184000.0,6.66352e-09,0.0392
Mn55,86400.0,1.40047e-07,0.0032
Mn55,604800.0,1.65319e-08,0.0242
Mn55,1296000.0,1.62408e-08,0.0242
Mn55,2592000.0,1.57088e-08,0.0242
Mn55,5184000.0,1.46965e-08,0.0242
Fe54,86400.0,3.9997e-08,0.0144
Fe54,604800.0,3.91506e-08,0.014
Fe54,1296000.0,3.81072e-08,0.0135
Fe54,2592000.0,3.6363e-08,0.013
Fe54,5184000.0,3.3456e-08,0.0127
Fe56,86400.0,1.08147e-07,0.0068
Fe56,604800.0,1.76891e-24,0.0068
Fe56,1296000.0,7.34448e-47,0.0068
Fe56,2592000.0,7.94674e-89,0.0068
Fe56,5184000.0,0.0,0.0
Fe57,86400.0,3.95237e-10,0.1176
Fe57,604800.0,6.46471e-27,0.1176
Fe57,1296000.0,2.68414e-49,0.1176
Fe57,2592000.0,2.90424e-91,0.1176
Fe57,5184000.0,0.0,0.0
Fe58,86400.0,2.57067e-08,0.0134
Fe58,604800.0,2.34128e-08,0.0134
Fe58,1296000.0,2.06695e-08,0.0134
Fe58,2592000.0,1.63625e-08,0.0134
Fe58,5184000.0,1.02539e-08,0.0134
Co59,86400.0,4.49392e-08,0.0134
Co59,604800.0,4.42579e-08,0.0127
Co59,1296000.0,4.34726e-08,0.0119
Co59,2592000.0,4.21502e-08,0.0105
Co59,5184000.0,3.99892e-08,0.0082
Ni58,86400.0,1.14362e-06,0.0253
Ni58,604800.0,4.10595e-07,0.0081
Ni58,1296000.0,3.3755e-07,0.0076
Ni58,2592000.0,2.90835e-07,0.0077
Ni58,5184000.0,2.17479e-07,0.0076
Ni60,86400.0,3.98004e-09,0.0219
Ni60,604800.0,3.97145e-09,0.0219
Ni60,1296000.0,3.96003e-09,0.0219
Ni60,2592000.0,3.9387e-09,0.0219
Ni60,5184000.0,3.89639e-09,0.0219
Ni61,86400.0,4.55215e-11,0.2206
Ni61,604800.0,4.54233e-11,0.2206
Ni61,1296000.0,4.52927e-11,0.2206
Ni61,2592000.0,4.50487e-11,0.2206
Ni61,5184000.0,4.45648e-11,0.2206
Ni62,86400.0,1.78274e-09,0.2132
Ni62,604800.0,1.62366e-09,0.2132
Ni62,1296000.0,1.43342e-09,0.2132
Ni62,2592000.0,1.13473e-09,0.2132
Ni62,5184000.0,7.11098e-10,0.2132
Cu63,86400.0,3.56303e-08,0.0246
Cu63,604800.0,4.51279e-11,0.1588
Cu63,1296000.0,3.12869e-11,0.2282
Cu63,2592000.0,3.1118e-11,0.2282
Cu63,5184000.0,3.07837e-11,0.2282
Cu65,86400.0,6.15813e-09,0.2112
Cu65,604800.0,2.37877e-12,0.2112
Cu65,1296000.0,6.69204e-17,0.2112
Cu65,2592000.0,1.96254e-25,0.2112
Cu65,5184000.0,1.68787e-42,0.2112
Nb93,86400.0,7.46427e-11,1.0
Nb93,604800.0,4.95494e-11,1.0
Nb93,1296000.0,2.86928e-11,1.0
Nb93,2592000.0,1.03015e-11,1.0
Nb93,5184000.0,1.32786e-12,1.0
Mo92,86400.0,7.81644e-09,0.1484
Mo92,604800.0,5.18872e-09,0.1484
Mo92,1296000.0,3.00465e-09,0.1484
Mo92,2592000.0,1.07875e-09,0.1484
Mo92,5184000.0,1.39051e-10,0.1484
Mo96,86400.0,1.48823e-08,0.2161
Mo96,604800.0,2.071e-10,0.2161
Mo96,1296000.0,6.93202e-13,0.2161
Mo96,2592000.0,1.58356e-17,0.2161
Mo96,5184000.0,8.26389e-27,0.2161
Mo98,86400.0,2.14061e-07,0.02
Mo98,604800.0,4.71122e-08,0.02
Mo98,1296000.0,6.26029e-09,0.02
Mo98,2592000.0,1.42261e-10,0.02
Mo98,5184000.0,7.34627e-14,0.02
Mo100,86400.0,4.10482e-08,0.0994
Mo100,604800.0,9.03421e-09,0.0994
Mo100,1296000.0,1.20047e-09,0.0994
Mo100,2592000.0,2.72799e-11,0.0994
Mo100,5184000.0,1.40872e-14,0.0994
