Time,Value,Error
6.26952,0.0,0.0
6.30888,0.0,0.0
6.34824,0.0,0.0
6.3876,0.0,0.0
6.42696,0.0,0.0
6.46632,0.0,0.0
6.50568,0.0,0.0
6.54504,0.0,0.0
6.5844,0.0,0.0
6.62376,0.0,0.0
6.66312,4.57999e-17,0.5812
6.70248,1.29695e-13,0.0671
6.74184,1.38604e-11,0.0116
6.7812,3.03829e-10,0.0066
6.82056,6.51316e-10,0.0029
6.85992,3.79227e-10,0.0058
6.89928,2.18646e-10,0.0109
6.93864,1.65192e-10,0.0149
6.978,1.25667e-10,0.015
7.01736,1.00942e-10,0.0123
7.05672,8.78805e-11,0.0166
7.09608,6.97703e-11,0.0177
7.13544,5.82994e-11,0.0253
7.1748,4.98228e-11,0.0213
7.21416,4.28295e-11,0.0224
7.25352,3.88918e-11,0.0262
7.29288,3.28614e-11,0.0252
7.33224,2.95468e-11,0.0428
7.3716,2.56654e-11,0.0372
7.41096,2.37335e-11,0.0499
7.45032,2.16585e-11,0.0397
7.48968,1.79853e-11,0.0405
7.52904,1.72656e-11,0.0534
7.5684,1.81241e-11,0.0729
7.60776,2.04913e-11,0.092
7.80456,9.74429e-11,0.0567
8.00136,9.35403e-11,0.0948
8.19816,9.73383e-11,0.0585
8.39496,1.06595e-10,0.07
8.59176,9.66239e-11,0.0798
8.78856,8.08126e-11,0.0477
8.98536,8.04861e-11,0.055
9.18216,6.64966e-11,0.0425
9.37896,6.15859e-11,0.0571
9.57576,6.13732e-11,0.0438
9.77256,5.89035e-11,0.0468
9.96936,6.41605e-11,0.0692
10.1662,5.8422e-11,0.0485
10.363,5.4856e-11,0.0396
10.5598,5.98594e-11,0.0593
10.7566,5.42835e-11,0.0343
10.9534,5.70512e-11,0.0448
11.1502,5.8984e-11,0.0357
11.347,5.62174e-11,0.0291
11.5438,5.88935e-11,0.0373
11.7406,6.39202e-11,0.0641
11.9374,6.89913e-11,0.0452
12.1342,7.08381e-11,0.0379
12.331,6.93943e-11,0.0913
12.5278,6.69084e-11,0.0327
12.7246,7.04913e-11,0.0343
12.9214,7.01051e-11,0.0362
13.1182,7.24823e-11,0.0338
13.315,7.87068e-11,0.0543
13.5118,7.61656e-11,0.0404
13.7086,7.72475e-11,0.034
13.9054,7.70294e-11,0.0227
14.1022,8.16608e-11,0.0245
14.299,8.08831e-11,0.0212
14.4958,8.80267e-11,0.026
14.6926,9.27811e-11,0.0351
14.8894,9.19257e-11,0.0295
15.0862,9.66285e-11,0.0213
15.283,9.90984e-11,0.0436
15.4798,1.10212e-10,0.0359
15.6766,1.04893e-10,0.0225
15.8734,1.08588e-10,0.0227
16.0702,1.17758e-10,0.0226
16.267,1.2146e-10,0.0187
16.4638,1.27999e-10,0.0195
16.6606,1.30494e-10,0.0197
16.8574,1.33072e-10,0.02
17.0542,1.36974e-10,0.029
17.251,1.33533e-10,0.0155
17.4478,1.40124e-10,0.0226
17.6446,1.41384e-10,0.018
17.8414,1.44513e-10,0.016
18.0382,1.47671e-10,0.017
18.235,1.552e-10,0.0167
18.4318,1.60885e-10,0.0172
18.6286,1.65434e-10,0.019
18.8254,1.646e-10,0.0159
19.0222,1.665e-10,0.0145
19.219,1.65911e-10,0.0202
19.4158,1.65543e-10,0.0191
19.6126,1.59149e-10,0.0152
19.8094,1.63059e-10,0.0243
20.0062,1.55814e-10,0.0153
20.203,1.56418e-10,0.0193
20.3998,1.51565e-10,0.0199
20.5966,1.50609e-10,0.0179
20.7934,1.49258e-10,0.0164
20.9902,1.45205e-10,0.0153
21.187,1.47025e-10,0.02
21.3838,1.39362e-10,0.0162
21.5806,1.41033e-10,0.0168
21.7774,1.43478e-10,0.0215
21.9742,1.41517e-10,0.0189
22.171,1.48189e-10,0.0224
22.3678,1.41555e-10,0.0129
22.5646,1.5051e-10,0.0176
22.7614,1.4787e-10,0.0166
22.9582,1.49179e-10,0.0192
23.155,1.48518e-10,0.0179
23.3518,1.40617e-10,0.0172
23.5486,1.37103e-10,0.0222
23.7454,1.24858e-10,0.0212
23.9422,1.20762e-10,0.0162
24.139,1.13202e-10,0.0161
24.3358,1.10381e-10,0.0198
24.5326,1.01087e-10,0.0191
24.7294,1.02334e-10,0.0223
24.9262,9.15438e-11,0.0183
25.123,9.38079e-11,0.0232
25.3198,8.25806e-11,0.0205
25.5166,7.85272e-11,0.0213
25.7134,7.3248e-11,0.0225
25.9102,6.83016e-11,0.0228
26.107,6.40445e-11,0.0254
26.3038,5.85715e-11,0.0408
26.5006,5.65714e-11,0.035
26.6974,5.01915e-11,0.0387
26.8942,4.36107e-11,0.0357
27.091,4.43154e-11,0.0435
27.2878,3.86311e-11,0.0392
27.4846,3.67315e-11,0.0702
total,1.30339e-08,0.0034
