Time,Value,Error
6.2767,0.0,0.0
6.31605,0.0,0.0
6.3554,0.0,0.0
6.39475,0.0,0.0
6.4341,0.0,0.0
6.47345,0.0,0.0
6.5128,0.0,0.0
6.55215,0.0,0.0
6.5915,0.0,0.0
6.63085,0.0,0.0
6.6702,1.92298e-16,0.5723
6.70955,2.86666e-13,0.0685
6.7489,3.67106e-11,0.0078
6.78825,3.58444e-10,0.0057
6.8276,6.53588e-10,0.0025
6.86695,3.40758e-10,0.0061
6.9063,2.07694e-10,0.0124
6.94565,1.54967e-10,0.0148
6.985,1.14306e-10,0.0151
7.02435,9.17855e-11,0.0139
7.0637,7.65894e-11,0.0159
7.10305,6.57401e-11,0.0194
7.1424,5.42974e-11,0.0163
7.18175,4.52393e-11,0.0168
7.2211,4.15519e-11,0.0245
7.26045,3.4998e-11,0.0246
7.2998,3.20847e-11,0.0404
7.33915,3.74364e-11,0.1991
7.3785,2.51125e-11,0.0313
7.41785,2.42791e-11,0.0584
7.4572,2.08266e-11,0.0527
7.49655,1.91079e-11,0.0774
7.5359,2.05147e-11,0.0889
7.57525,1.946e-11,0.0916
7.6146,2.30263e-11,0.244
7.81135,9.52265e-11,0.0592
8.0081,8.60485e-11,0.0632
8.20485,1.12186e-10,0.0871
8.4016,1.07266e-10,0.0635
8.59835,9.35564e-11,0.0827
8.7951,8.02679e-11,0.046
8.99185,7.80059e-11,0.0547
9.1886,6.858e-11,0.0838
9.38535,6.43228e-11,0.0745
9.5821,5.60782e-11,0.0544
9.77885,5.39734e-11,0.0462
9.9756,5.56226e-11,0.0437
10.1723,5.56946e-11,0.0452
10.3691,5.40979e-11,0.041
10.5659,5.27262e-11,0.0438
10.7626,5.52315e-11,0.0449
10.9593,5.3513e-11,0.0408
11.1561,5.6998e-11,0.0367
11.3529,5.73939e-11,0.0428
11.5496,5.87212e-11,0.0383
11.7463,6.49261e-11,0.0648
11.9431,6.27494e-11,0.0394
12.1399,6.66327e-11,0.0394
12.3366,6.40966e-11,0.0316
12.5333,6.43516e-11,0.0308
12.7301,6.84434e-11,0.0359
12.9269,6.85916e-11,0.0368
13.1236,7.05529e-11,0.043
13.3204,7.67994e-11,0.0571
13.5171,7.59718e-11,0.0439
13.7138,7.34947e-11,0.0343
13.9106,7.54303e-11,0.0233
14.1073,8.02824e-11,0.0317
14.3041,7.76399e-11,0.0208
14.5009,8.30089e-11,0.0238
14.6976,8.7332e-11,0.0272
14.8944,8.89948e-11,0.0241
15.0911,9.34718e-11,0.0243
15.2879,9.26602e-11,0.0207
15.4846,1.03028e-10,0.025
15.6813,1.01689e-10,0.0252
15.8781,1.06796e-10,0.0219
16.0749,1.15686e-10,0.0251
16.2716,1.1857e-10,0.0186
16.4683,1.25137e-10,0.0194
16.6651,1.27812e-10,0.0196
16.8619,1.30982e-10,0.0229
17.0586,1.3579e-10,0.0295
17.2553,1.33741e-10,0.0184
17.4521,1.39757e-10,0.0272
17.6489,1.35905e-10,0.0166
17.8456,1.42663e-10,0.0161
18.0423,1.47015e-10,0.0183
18.2391,1.5429e-10,0.0185
18.4359,1.56977e-10,0.0165
18.6326,1.62679e-10,0.0188
18.8293,1.61853e-10,0.0141
19.0261,1.66465e-10,0.018
19.2229,1.63611e-10,0.0201
19.4196,1.67165e-10,0.0211
19.6163,1.57684e-10,0.0169
19.8131,1.57731e-10,0.0172
20.0099,1.56799e-10,0.0164
20.2066,1.55577e-10,0.0207
20.4033,1.45734e-10,0.0193
20.6001,1.47086e-10,0.0175
20.7969,1.46158e-10,0.0165
20.9936,1.40164e-10,0.0149
21.1903,1.42613e-10,0.0192
21.3871,1.3798e-10,0.0161
21.5839,1.45039e-10,0.0227
21.7806,1.37678e-10,0.018
21.9773,1.38021e-10,0.0173
22.1741,1.44416e-10,0.0236
22.3709,1.41303e-10,0.015
22.5676,1.47086e-10,0.0179
22.7643,1.47162e-10,0.0173
22.9611,1.45322e-10,0.019
23.1578,1.46111e-10,0.0176
23.3546,1.39091e-10,0.0173
23.5513,1.3341e-10,0.0221
23.7481,1.23566e-10,0.0209
23.9449,1.18888e-10,0.0158
24.1416,1.12018e-10,0.0169
24.3383,1.10397e-10,0.0205
24.5351,1.01604e-10,0.0207
24.7318,9.92581e-11,0.0207
24.9286,9.11544e-11,0.0185
25.1254,8.90682e-11,0.0189
25.3221,8.14991e-11,0.0192
25.5189,8.06791e-11,0.0239
25.7156,7.40024e-11,0.0235
25.9124,6.65584e-11,0.0219
26.1091,6.31656e-11,0.0264
26.3058,6.02595e-11,0.0419
26.5026,5.93293e-11,0.0398
26.6993,4.98641e-11,0.0389
26.8961,4.70765e-11,0.0443
27.0929,4.2981e-11,0.0334
27.2896,3.81069e-11,0.0381
27.4863,3.7143e-11,0.0705
total,1.28261e-08,0.0035
