Cells,Value,Error
4.0,333399.0,0.0004
5.0,667384.0,0.0003
6.0,333787.0,0.0004
7.0,443924.0,0.0003
8.0,887347.0,0.0002
9.0,443758.0,0.0003
10.0,507546.0,0.0003
11.0,1015350.0,0.0002
12.0,507850.0,0.0003
13.0,505318.0,0.0003
14.0,1011800.0,0.0002
15.0,506171.0,0.0003
16.0,421456.0,0.0003
17.0,842847.0,0.0002
18.0,421320.0,0.0003
19.0,339154.0,0.0004
20.0,678453.0,0.0003
21.0,339225.0,0.0004
22.0,1065710.0,0.0002
23.0,2134420.0,0.0002
24.0,1067180.0,0.0002
25.0,976525.0,0.0002
26.0,976181.0,0.0002
27.0,455274.0,0.0003
28.0,991367.0,0.0002
29.0,915660.0,0.0002
30.0,992722.0,0.0002
31.0,456304.0,0.0003
32.0,448297.0,0.0003
33.0,903202.0,0.0002
34.0,894814.0,0.0002
35.0,903392.0,0.0002
36.0,448078.0,0.0003
37.0,609970.0,0.0003
38.0,1043720.0,0.0002
39.0,1237290.0,0.0002
40.0,1034170.0,0.0002
41.0,609105.0,0.0003
42.0,1244270.0,0.0002
43.0,1250030.0,0.0002
44.0,1266010.0,0.0002
45.0,1260140.0,0.0002
46.0,691470.0,0.0003
47.0,1230740.0,0.0002
48.0,1367710.0,0.0002
49.0,1220840.0,0.0002
50.0,689160.0,0.0003
51.0,570059.0,0.0003
52.0,1141400.0,0.0002
53.0,1138590.0,0.0002
54.0,1142190.0,0.0002
55.0,569062.0,0.0003
56.0,530826.0,0.0003
57.0,1020500.0,0.0002
58.0,1049750.0,0.0002
59.0,1048020.0,0.0002
60.0,527756.0,0.0003
61.0,517652.0,0.0003
62.0,1041960.0,0.0002
63.0,1028480.0,0.0002
64.0,1026290.0,0.0002
65.0,1028530.0,0.0002
66.0,1028990.0,0.0002
67.0,512602.0,0.0003
