Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,7.11863e-13,1.0
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,9.11589e-13,0.7237
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,3.43328e-12,0.6137
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,1.61424e-12,0.7921
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,2.38054e-12,0.5276
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,4.49617e-12,0.637
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,1.36976e-11,0.7803
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,7.89218e-12,0.2533
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0005829,1.38461e-11,0.2534
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0007485,2.66577e-11,0.1751
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0009611,7.14019e-11,0.181
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001234,7.53257e-11,0.1136
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001585,1.29389e-10,0.0944
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002035,2.06538e-10,0.1125
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002249,1.49735e-10,0.1053
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002485,1.60152e-10,0.0798
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002613,8.3059e-11,0.1121
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002747,8.51783e-11,0.0982
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003035,1.98207e-10,0.0765
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003355,2.54593e-10,0.0874
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003707,2.82242e-10,0.0694
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.004307,5.48302e-10,0.0438
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.005531,1.19976e-09,0.0305
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.007102,1.83661e-09,0.0276
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.009119,2.39715e-09,0.0228
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01059,1.79926e-09,0.0262
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01171,1.39454e-09,0.0298
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01503,4.12445e-09,0.0192
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0193,5.19292e-09,0.0159
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02187,2.63989e-09,0.0225
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02358,1.89178e-09,0.0272
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02418,6.5154e-10,0.0417
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02479,6.59326e-10,0.0401
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02606,1.41248e-09,0.0332
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.027,1.00741e-09,0.0337
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0285,1.51933e-09,0.0309
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03183,3.37819e-09,0.0182
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03431,2.42567e-09,0.0205
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.04087,6.21514e-09,0.0142
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.04631,5.1138e-09,0.0202
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.05248,5.48046e-09,0.015
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.05656,3.46258e-09,0.0185
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.06738,8.85222e-09,0.0139
