Time,Value,Error,abs_error
D1.0,50.1296,0.0014,0.07018144
D2.0,50.0729,0.0014,0.07010206
D3.0,49.6417,0.0014,0.06949838
D4.0,44.7643,0.0014,0.06267001999999999
D5.0,37.3823,0.0014,0.05233522
D6.0,1.6369e-14,0.0014,2.29166e-17
