Time,Value,Error,abs_error
D1.0,0.0755277,0.0046,0.00034742742000000004
D2.0,0.0754776,0.0046,0.00034719696000000004
D3.0,0.0750962,0.0046,0.00034544252
D4.0,0.0706819,0.0046,0.00032513674000000004
D5.0,0.0636006,0.0046,0.00029256275999999995
D6.0,6.40789e-11,0.0046,2.9476294e-13
