Time,Value,Error,abs_error
D1.0,698.224,0.0002,0.1396448
D2.0,695.226,0.0002,0.1390452
D3.0,672.737,0.0002,0.1345474
D4.0,454.02,0.0002,0.090804
D5.0,228.822,0.0002,0.045764400000000004
D6.0,9.20632e-57,0.0002,1.8412640000000002e-60
