Time,Value,Error,abs_error
D1.0,0.00194316,0.1364,0.000265047024
D2.0,0.00194188,0.1364,0.000264872432
D3.0,0.00193206,0.1364,0.000263532984
D4.0,0.00181849,0.1364,0.000248042036
D5.0,0.00163631,0.1364,0.000223192684
D6.0,1.64861e-12,0.1364,2.2487040399999998e-13
