Time,Value,Error,abs_error
D1.0,2.40043,0.0043,0.010321849000000001
D2.0,2.39814,0.0043,0.010312002
D3.0,2.38066,0.0043,0.010236838000000002
D4.0,2.18125,0.0043,0.009379374999999999
D5.0,1.87286,0.0043,0.008053298
D6.0,1.91173e-13,0.0043,8.220439e-16
