Time,Value,Error,abs_error
D1.0,64.1101,0.001,0.0641101
D2.0,64.0936,0.001,0.0640936
D3.0,63.9679,0.001,0.06396790000000001
D4.0,62.4835,0.001,0.0624835
D5.0,59.9786,0.001,0.0599786
D6.0,0.0195477,0.001,1.9547700000000003e-05
