Time,Value,Error,abs_error
D1.0,0.000191964,1.0,0.000191964
D2.0,0.000191915,1.0,0.000191915
D3.0,0.000191539,1.0,0.000191539
D4.0,0.000187094,1.0,0.000187094
D5.0,0.000179593,1.0,0.000179593
D6.0,5.85315e-08,1.0,5.85315e-08
