Time,Value,Error,abs_error
D1.0,0.00432121,0.1114,0.00048138279399999995
D2.0,0.00431994,0.1114,0.000481241316
D3.0,0.0043102,0.1114,0.00048015628
D4.0,0.00419551,0.1114,0.000467379814
D5.0,0.0040029,0.1114,0.00044592306
D6.0,3.95538e-07,0.1114,4.40629332e-08
