Time,Value,Error,abs_error
D1.0,385.555,0.0004,0.154222
D2.0,374.46,0.0004,0.149784
D3.0,299.584,0.0004,0.11983360000000001
D4.0,20.7944,0.0004,0.00831776
D5.0,0.199098,0.0004,7.96392e-05
D6.0,0.0,0.0,0.0
