Time,Value,Error,abs_error
D1.0,7.73477,0.0025,0.019336925
D2.0,7.72737,0.0025,0.019318425
D3.0,7.67104,0.0025,0.0191776
D4.0,7.02852,0.0025,0.0175713
D5.0,6.03479,0.0025,0.015086975
D6.0,6.16003e-13,0.0025,1.5400075e-15
