Time,Value,Error,abs_error
D1.0,1.23664,0.003,0.00370992
D2.0,1.13876,0.003,0.00341628
D3.0,0.606497,0.003,0.001819491
D4.0,0.000324378,0.003,9.73134e-07
D5.0,6.45347e-10,0.003,1.936041e-12
D6.0,0.0,0.0,0.0
