Time,Value,Error,abs_error
D1.0,0.812528,0.0069,0.0056064432
D2.0,0.792815,0.0069,0.0054704235
D3.0,0.657176,0.0069,0.0045345144
D4.0,0.0696965,0.0069,0.00048090584999999997
D5.0,0.00139682,0.0069,9.638058e-06
D6.0,0.0,0.0,0.0
