Time,Value,Error,abs_error
D1.0,0.00406302,0.0498,0.00020233839599999998
D2.0,0.00398272,0.0498,0.000198339456
D3.0,0.00341942,0.0498,0.00017028711599999997
D4.0,0.000552073,0.0498,2.7493235400000002e-05
D5.0,2.30128e-05,0.0498,1.14603744e-06
D6.0,0.0,0.0,0.0
