User,Time,Value,Error,abs_error
0.0,D1.0,5.64408,0.0083,0.046845864
0.0,D2.0,5.43847,0.0083,0.045139301
0.0,D3.0,4.09586,0.0083,0.033995638
0.0,D4.0,0.138015,0.0083,0.0011455245
0.0,D5.0,0.000375105,0.0083,3.1133715e-06
0.0,D6.0,0.0,0.0,0.0
