Time,Value,Error,abs_error
D1.0,16.2666,0.001,0.0162666
D2.0,15.565,0.001,0.015564999999999999
D3.0,11.1137,0.001,0.0111137
D4.0,0.197922,0.001,0.00019792199999999998
D5.0,0.000177062,0.001,1.77062e-07
D6.0,0.0,0.0,0.0
