Time,Value,Error,abs_error
D1.0,6.81795,0.0073,0.049771035
D2.0,3.23477,0.0073,0.023613821
D3.0,0.0108626,0.0073,7.929698e-05
D4.0,2.83568e-32,0.0073,2.0700464e-34
D5.0,7.98198e-84,0.0073,5.8268454e-86
D6.0,0.0,0.0,0.0
