Time,Value,Error,abs_error
D1.0,9.37606e-05,0.7317,6.860463102e-05
D2.0,9.37365e-05,0.7317,6.858699705e-05
D3.0,9.35527e-05,0.7317,6.845251059e-05
D4.0,9.13817e-05,0.7317,6.686398989000001e-05
D5.0,8.77183e-05,0.7317,6.418348010999999e-05
D6.0,2.85884e-08,0.7317,2.091813228e-08
