Time,Value,Error,abs_error
D1.0,0.108957,0.0063,0.0006864291
D2.0,0.0516945,0.0063,0.00032567535
D3.0,0.000173595,0.0063,1.0936485e-06
D4.0,4.53166e-34,0.0063,2.8549458000000003e-36
D5.0,1.27559e-85,0.0063,8.036217e-88
D6.0,0.0,0.0,0.0
