User,Time,Value,Error,abs_error
0.0,D1.0,0.0,0.0,0.0
0.0,D2.0,0.0,0.0,0.0
0.0,D3.0,0.0,0.0,0.0
0.0,D4.0,0.0,0.0,0.0
0.0,D5.0,0.0,0.0,0.0
0.0,D6.0,0.0,0.0,0.0
-11023.0,D1.0,0.0150251,0.0244,0.00036661244
-11023.0,D2.0,0.0132106,0.0244,0.00032233864
-11023.0,D3.0,0.00494192,0.0244,0.000120582848
-11023.0,D4.0,3.86765e-08,0.0244,9.437066000000002e-10
-11023.0,D5.0,4.88844e-17,0.0244,1.1927793600000001e-18
-11023.0,D6.0,0.0,0.0,0.0
-12024.0,D1.0,0.0125054,0.1233,0.00154191582
-12024.0,D2.0,0.0109952,0.1233,0.0013557081600000002
-12024.0,D3.0,0.00411316,0.1233,0.0005071526280000001
-12024.0,D4.0,3.21904e-08,0.1233,3.969076320000001e-09
-12024.0,D5.0,4.06864e-17,0.1233,5.016633120000001e-18
-12024.0,D6.0,0.0,0.0,0.0
-12025.0,D1.0,0.0,0.0,0.0
-12025.0,D2.0,0.0,0.0,0.0
-12025.0,D3.0,0.0,0.0,0.0
-12025.0,D4.0,0.0,0.0,0.0
-12025.0,D5.0,0.0,0.0,0.0
-12025.0,D6.0,0.0,0.0,0.0
-13027.0,D1.0,0.0187427,0.1004,0.0018817670800000002
-13027.0,D2.0,0.0164793,0.1004,0.0016545217199999999
-13027.0,D3.0,0.00616468,0.1004,0.000618933872
-13027.0,D4.0,4.82461e-08,0.1004,4.84390844e-09
-13027.0,D5.0,6.09797e-17,0.1004,6.12236188e-18
-13027.0,D6.0,0.0,0.0,0.0
-19041.0,D1.0,0.000764057,0.0912,6.96819984e-05
-19041.0,D2.0,0.000653827,0.0912,5.962902240000001e-05
-19041.0,D3.0,0.000198846,0.0912,1.81347552e-05
-19041.0,D4.0,1.30863e-10,0.0912,1.19347056e-11
-19041.0,D5.0,2.21236e-21,0.0912,2.01767232e-22
-19041.0,D6.0,0.0,0.0,0.0
-20040.0,D1.0,0.0,0.0,0.0
-20040.0,D2.0,0.0,0.0,0.0
-20040.0,D3.0,0.0,0.0,0.0
-20040.0,D4.0,0.0,0.0,0.0
-20040.0,D5.0,0.0,0.0,0.0
-20040.0,D6.0,0.0,0.0,0.0
-20042.0,D1.0,1.03816e-06,0.381,3.9553896e-07
-20042.0,D2.0,8.88389e-07,0.381,3.38476209e-07
-20042.0,D3.0,2.70182e-07,0.381,1.02939342e-07
-20042.0,D4.0,1.77811e-13,0.381,6.7745991e-14
-20042.0,D5.0,3.00605e-24,0.381,1.1453050500000001e-24
-20042.0,D6.0,0.0,0.0,0.0
-20043.0,D1.0,1.31356e-07,0.7091,9.31445396e-08
-20043.0,D2.0,1.20444e-07,0.7091,8.540684039999999e-08
-20043.0,D3.0,6.20889e-08,0.7091,4.4027238989999996e-08
-20043.0,D4.0,2.2481e-11,0.7091,1.59412771e-11
-20043.0,D5.0,2.26637e-17,0.7091,1.607082967e-17
-20043.0,D6.0,0.0,0.0,0.0
-20044.0,D1.0,0.0,0.0,0.0
-20044.0,D2.0,0.0,0.0,0.0
-20044.0,D3.0,0.0,0.0,0.0
-20044.0,D4.0,0.0,0.0,0.0
-20044.0,D5.0,0.0,0.0,0.0
-20044.0,D6.0,0.0,0.0,0.0
-20046.0,D1.0,0.0,0.0,0.0
-20046.0,D2.0,0.0,0.0,0.0
-20046.0,D3.0,0.0,0.0,0.0
-20046.0,D4.0,0.0,0.0,0.0
-20046.0,D5.0,0.0,0.0,0.0
-20046.0,D6.0,0.0,0.0,0.0
-20048.0,D1.0,0.0,0.0,0.0
-20048.0,D2.0,0.0,0.0,0.0
-20048.0,D3.0,0.0,0.0,0.0
-20048.0,D4.0,0.0,0.0,0.0
-20048.0,D5.0,0.0,0.0,0.0
-20048.0,D6.0,0.0,0.0,0.0
-22046.0,D1.0,0.000405021,0.3251,0.0001316723271
-22046.0,D2.0,0.000404633,0.3251,0.0001315461883
-22046.0,D3.0,0.000401684,0.3251,0.0001305874684
-22046.0,D4.0,0.000368039,0.3251,0.00011964947890000001
-22046.0,D5.0,0.000316004,0.3251,0.0001027329004
-22046.0,D6.0,3.22562e-17,0.3251,1.048649062e-17
-22047.0,D1.0,2.68224e-07,0.6007,1.611221568e-07
-22047.0,D2.0,2.61879e-07,0.6007,1.5731071529999998e-07
-22047.0,D3.0,2.18106e-07,0.6007,1.3101627420000002e-07
-22047.0,D4.0,2.44792e-08,0.6007,1.470465544e-08
-22047.0,D5.0,5.41493e-10,0.6007,3.252748451e-10
-22047.0,D6.0,0.0,0.0,0.0
-22048.0,D1.0,0.00238057,0.2176,0.000518012032
-22048.0,D2.0,0.00227789,0.2176,0.0004956688639999999
-22048.0,D3.0,0.00162646,0.2176,0.00035391769599999996
-22048.0,D4.0,2.89653e-05,0.2176,6.302849279999999e-06
-22048.0,D5.0,2.59125e-08,0.2176,5.63856e-09
-22048.0,D6.0,0.0,0.0,0.0
-22049.0,D1.0,0.0,0.0,0.0
-22049.0,D2.0,0.0,0.0,0.0
-22049.0,D3.0,0.0,0.0,0.0
-22049.0,D4.0,0.0,0.0,0.0
-22049.0,D5.0,0.0,0.0,0.0
-22049.0,D6.0,0.0,0.0,0.0
-24050.0,D1.0,2.13429e-06,0.4375,9.337518750000001e-07
-24050.0,D2.0,2.12812e-06,0.4375,9.310525e-07
-24050.0,D3.0,2.08155e-06,0.4375,9.10678125e-07
-24050.0,D4.0,1.59765e-06,0.4375,6.98971875e-07
-24050.0,D5.0,1.00752e-06,0.4375,4.4079e-07
-24050.0,D6.0,5.14249e-46,0.4375,2.249839375e-46
-24052.0,D1.0,0.0,0.0,0.0
-24052.0,D2.0,0.0,0.0,0.0
-24052.0,D3.0,0.0,0.0,0.0
-24052.0,D4.0,0.0,0.0,0.0
-24052.0,D5.0,0.0,0.0,0.0
-24052.0,D6.0,0.0,0.0,0.0
-25055.0,D1.0,0.0310786,0.016,0.0004972576000000001
-25055.0,D2.0,0.0149022,0.0174,0.00025929828
-25055.0,D3.0,0.000347154,0.3566,0.0001237951164
-25055.0,D4.0,0.000291196,0.4152,0.00012090457920000001
-25055.0,D5.0,0.000279522,0.4152,0.00011605753439999999
-25055.0,D6.0,9.10994e-08,0.4152,3.782447088e-08
-26054.0,D1.0,0.000636641,0.2132,0.0001357318612
-26054.0,D2.0,0.000636477,0.2132,0.0001356968964
-26054.0,D3.0,0.000635228,0.2132,0.0001354306096
-26054.0,D4.0,0.000620481,0.2132,0.0001322865492
-26054.0,D5.0,0.0005956,0.2132,0.00012698191999999998
-26054.0,D6.0,1.94108e-07,0.2132,4.13838256e-08
-26056.0,D1.0,0.00823451,0.144,0.00118576944
-26056.0,D2.0,0.00390686,0.144,0.0005625878399999999
-26056.0,D3.0,1.31196e-05,0.144,1.8892224e-06
-26056.0,D4.0,3.42485e-35,0.144,4.931784e-36
-26056.0,D5.0,9.64039e-87,0.144,1.3882161599999998e-87
-26056.0,D6.0,0.0,0.0,0.0
-26057.0,D1.0,0.0,0.0,0.0
-26057.0,D2.0,0.0,0.0,0.0
-26057.0,D3.0,0.0,0.0,0.0
-26057.0,D4.0,0.0,0.0,0.0
-26057.0,D5.0,0.0,0.0,0.0
-26057.0,D6.0,0.0,0.0,0.0
-26058.0,D1.0,0.000130261,0.176,2.2925936e-05
-26058.0,D2.0,0.000130026,0.176,2.2884576e-05
-26058.0,D3.0,0.000128247,0.176,2.2571472e-05
-26058.0,D4.0,0.00010877,0.176,1.914352e-05
-26058.0,D5.0,8.16304e-05,0.176,1.43669504e-05
-26058.0,D6.0,2.81369e-29,0.176,4.9520943999999995e-30
-27059.0,D1.0,0.0263952,0.0203,0.00053582256
-27059.0,D2.0,0.0260988,0.018,0.00046977839999999993
-27059.0,D3.0,0.0258083,0.0173,0.00044648359
-27059.0,D4.0,0.0254992,0.0161,0.00041053712
-27059.0,D5.0,0.0250222,0.0143,0.00035781746
-27059.0,D6.0,0.00642741,0.0095,6.1060395e-05
-28058.0,D1.0,0.00754248,0.0741,0.000558897768
-28058.0,D2.0,0.00752895,0.074,0.0005571423
-28058.0,D3.0,0.00743376,0.0738,0.0005486114880000001
-28058.0,D4.0,0.00664887,0.0739,0.000491351493
-28058.0,D5.0,0.00555299,0.0739,0.00041036596099999995
-28058.0,D6.0,7.67599e-10,1.0,7.67599e-10
-28060.0,D1.0,0.00085384,0.2402,0.000205092368
-28060.0,D2.0,0.000853805,0.2402,0.000205083961
-28060.0,D3.0,0.000853533,0.2402,0.00020501862659999998
-28060.0,D4.0,0.00085029,0.2402,0.000204239658
-28060.0,D5.0,0.000844668,0.2402,0.0002028892536
-28060.0,D6.0,0.000229784,0.2402,5.51941168e-05
-28061.0,D1.0,0.0,0.0,0.0
-28061.0,D2.0,0.0,0.0,0.0
-28061.0,D3.0,0.0,0.0,0.0
-28061.0,D4.0,0.0,0.0,0.0
-28061.0,D5.0,0.0,0.0,0.0
-28061.0,D6.0,0.0,0.0,0.0
-28062.0,D1.0,9.20506e-08,1.0,9.20506e-08
-28062.0,D2.0,9.18848e-08,1.0,9.18848e-08
-28062.0,D3.0,9.06278e-08,1.0,9.06278e-08
-28062.0,D4.0,7.68641e-08,1.0,7.68641e-08
-28062.0,D5.0,5.76852e-08,1.0,5.76852e-08
-28062.0,D6.0,1.98833e-32,1.0,1.98833e-32
-29063.0,D1.0,0.00240133,0.0374,8.980974200000001e-05
-29063.0,D2.0,0.00207665,0.0383,7.9535695e-05
-29063.0,D3.0,0.000716062,0.0602,4.310693239999999e-05
-29063.0,D4.0,9.28198e-05,0.397,3.68494606e-05
-29063.0,D5.0,9.22054e-05,0.397,3.6605543800000004e-05
-29063.0,D6.0,2.50836e-05,0.397,9.9581892e-06
-29065.0,D1.0,0.000109958,0.7072,7.776229760000001e-05
-29065.0,D2.0,9.44906e-05,0.7072,6.682375232e-05
-29065.0,D3.0,2.96742e-05,0.7072,2.0985594240000004e-05
-29065.0,D4.0,2.86631e-11,0.7072,2.0270544320000002e-11
-29065.0,D5.0,9.45688e-22,0.7072,6.687905536e-22
-29065.0,D6.0,0.0,0.0,0.0
-40090.0,D1.0,0.000129415,0.728,9.421412e-05
-40090.0,D2.0,0.000126275,0.728,9.192819999999999e-05
-40090.0,D3.0,0.000104671,0.728,7.6200488e-05
-40090.0,D4.0,1.11009e-05,0.728,8.0814552e-06
-40090.0,D5.0,2.22478e-07,0.728,1.6196398399999998e-07
-40090.0,D6.0,0.0,0.0,0.0
