Time,Value,Error,abs_error
D1.0,20682.6,0.0001,2.06826
D2.0,18041.8,0.0001,1.8041800000000001
D3.0,6353.9,0.0001,0.63539
D4.0,0.0241625,0.0001,2.41625e-06
D5.0,8.68284e-12,0.0001,8.682840000000001e-16
D6.0,0.0,0.0,0.0
