User,Time,Value,Error,abs_error
0.0,D1.0,0.0,0.0,0.0
0.0,D2.0,0.0,0.0,0.0
0.0,D3.0,0.0,0.0,0.0
0.0,D4.0,0.0,0.0,0.0
0.0,D5.0,0.0,0.0,0.0
0.0,D6.0,0.0,0.0,0.0
-11023.0,D1.0,1265.65,0.0,0.0
-11023.0,D2.0,1112.81,0.0,0.0
-11023.0,D3.0,416.303,0.0,0.0
-11023.0,D4.0,0.0271963,0.0075,0.00020397225
-11023.0,D5.0,0.023619,0.0085,0.00020076150000000002
-11023.0,D6.0,0.00169154,0.0085,1.4378090000000001e-05
-12024.0,D1.0,89.369,0.0003,0.026810699999999996
-12024.0,D2.0,78.5766,0.0003,0.023572979999999997
-12024.0,D3.0,29.3944,0.0003,0.00881832
-12024.0,D4.0,0.000230047,0.0003,6.901409999999999e-08
-12024.0,D5.0,2.90763e-13,0.0003,8.722889999999999e-17
-12024.0,D6.0,0.0,0.0,0.0
-12025.0,D1.0,0.0470594,0.0119,0.0005600068600000001
-12025.0,D2.0,0.0413764,0.0119,0.00049237916
-12025.0,D3.0,0.0154784,0.0119,0.00018419296
-12025.0,D4.0,1.21137e-07,0.0119,1.4415303000000002e-09
-12025.0,D5.0,1.53109e-16,0.0119,1.8219971e-18
-12025.0,D6.0,0.0,0.0,0.0
-13027.0,D1.0,136.017,0.0002,0.0272034
-13027.0,D2.0,119.591,0.0002,0.0239182
-13027.0,D3.0,44.7374,0.0002,0.00894748
-13027.0,D4.0,0.000350125,0.0002,7.002500000000001e-08
-13027.0,D5.0,4.42533e-13,0.0002,8.85066e-17
-13027.0,D6.0,0.0,0.0,0.0
-19041.0,D1.0,15.9685,0.0002,0.0031937000000000003
-19041.0,D2.0,13.6647,0.0002,0.00273294
-19041.0,D3.0,4.1558,0.0002,0.0008311600000000001
-19041.0,D4.0,2.73499e-06,0.0002,5.46998e-10
-19041.0,D5.0,4.62374e-17,0.0002,9.24748e-21
-19041.0,D6.0,0.0,0.0,0.0
-20040.0,D1.0,2.14461e-05,0.0298,6.3909378e-07
-20040.0,D2.0,2.1397e-05,0.0298,6.376306e-07
-20040.0,D3.0,2.10259e-05,0.0298,6.2657182e-07
-20040.0,D4.0,1.70567e-05,0.0298,5.082896599999999e-07
-20040.0,D5.0,1.18458e-05,0.0298,3.5300484e-07
-20040.0,D6.0,1.00813e-36,0.0298,3.0042273999999996e-38
-20042.0,D1.0,1.07901,0.0019,0.002050119
-20042.0,D2.0,0.923345,0.0019,0.0017543555
-20042.0,D3.0,0.280813,0.0019,0.0005335447
-20042.0,D4.0,1.84807e-07,0.0019,3.5113329999999997e-10
-20042.0,D5.0,3.12433e-18,0.0019,5.936227e-21
-20042.0,D6.0,0.0,0.0,0.0
-20043.0,D1.0,0.203654,0.0026,0.0005295003999999999
-20043.0,D2.0,0.186736,0.0026,0.0004855136
-20043.0,D3.0,0.0962623,0.0026,0.00025028197999999997
-20043.0,D4.0,3.48544e-05,0.0026,9.062144000000001e-08
-20043.0,D5.0,3.51377e-11,0.0026,9.135801999999999e-14
-20043.0,D6.0,0.0,0.0,0.0
-20044.0,D1.0,0.0015491,0.0379,5.871089000000001e-05
-20044.0,D2.0,0.00142041,0.0379,5.3833539000000006e-05
-20044.0,D3.0,0.00073222,0.0379,2.7751138000000003e-05
-20044.0,D4.0,2.6512e-07,0.0379,1.0048048e-08
-20044.0,D5.0,2.67275e-13,0.0379,1.0129722500000001e-14
-20044.0,D6.0,0.0,0.0,0.0
-20046.0,D1.0,0.739536,0.0006,0.00044372159999999994
-20046.0,D2.0,0.726576,0.0006,0.00043594559999999996
-20046.0,D3.0,0.634773,0.0006,0.0003808638
-20046.0,D4.0,0.12622,0.0006,7.5732e-05
-20046.0,D5.0,0.00756375,0.0006,4.538249999999999e-06
-20046.0,D6.0,0.0,0.0,0.0
-20048.0,D1.0,0.950669,0.0019,0.0018062711
-20048.0,D2.0,0.934009,0.0019,0.0017746170999999999
-20048.0,D3.0,0.815997,0.0019,0.0015503943
-20048.0,D4.0,0.162254,0.0019,0.00030828260000000004
-20048.0,D5.0,0.00972315,0.0019,1.8473985e-05
-20048.0,D6.0,0.0,0.0,0.0
-21045.0,D1.0,8.02875,0.0002,0.0016057500000000002
-21045.0,D2.0,8.02107,0.0002,0.001604214
-21045.0,D3.0,7.9626,0.0002,0.00159252
-21045.0,D4.0,7.29565,0.0002,0.00145913
-21045.0,D5.0,6.26416,0.0002,0.0012528320000000002
-21045.0,D6.0,6.39416e-13,0.0002,1.278832e-16
-22046.0,D1.0,0.288554,0.0026,0.0007502403999999999
-22046.0,D2.0,0.288244,0.0026,0.0007494343999999999
-22046.0,D3.0,0.286105,0.0026,0.0007438729999999999
-22046.0,D4.0,0.262141,0.0026,0.0006815666
-22046.0,D5.0,0.225078,0.0026,0.0005852028
-22046.0,D6.0,2.29749e-14,0.0026,5.973474e-17
-22047.0,D1.0,0.00575181,0.0129,7.419834900000001e-05
-22047.0,D2.0,0.00564793,0.0131,7.3987883e-05
-22047.0,D3.0,0.00493027,0.0143,7.0502861e-05
-22047.0,D4.0,0.00168369,0.0346,5.8255674e-05
-22047.0,D5.0,0.00111476,0.0448,4.9941248e-05
-22047.0,D6.0,1.12896e-16,0.0451,5.0916096e-18
-22048.0,D1.0,0.510371,0.0024,0.0012248903999999999
-22048.0,D2.0,0.488359,0.0024,0.0011720615999999998
-22048.0,D3.0,0.348704,0.0024,0.0008368895999999999
-22048.0,D4.0,0.00621514,0.0024,1.4916335999999998e-05
-22048.0,D5.0,5.68957e-06,0.0035,1.9913495e-08
-22048.0,D6.0,0.0,0.0,0.0
-22049.0,D1.0,2.06251e-05,0.3702,7.635412019999999e-06
-22049.0,D2.0,1.97355e-05,0.3702,7.3060821e-06
-22049.0,D3.0,1.40915e-05,0.3702,5.2166733e-06
-22049.0,D4.0,2.50952e-07,0.3702,9.29024304e-08
-22049.0,D5.0,2.24503e-10,0.3702,8.311101059999999e-11
-22049.0,D6.0,0.0,0.0,0.0
-23051.0,D1.0,0.0031121,0.0318,9.896478000000001e-05
-23051.0,D2.0,0.00297787,0.0318,9.469626600000001e-05
-23051.0,D3.0,0.00212625,0.0318,6.761475e-05
-23051.0,D4.0,3.7866e-05,0.0318,1.2041388e-06
-23051.0,D5.0,3.38751e-08,0.0318,1.0772281800000002e-09
-23051.0,D6.0,0.0,0.0,0.0
-24050.0,D1.0,0.0154708,0.0024,3.712991999999999e-05
-24050.0,D2.0,0.0154261,0.0024,3.7022639999999996e-05
-24050.0,D3.0,0.0150885,0.0024,3.621239999999999e-05
-24050.0,D4.0,0.0115809,0.0024,2.7794159999999996e-05
-24050.0,D5.0,0.00730319,0.0024,1.7527655999999998e-05
-24050.0,D6.0,3.72763e-42,0.0024,8.946311999999999e-45
-24052.0,D1.0,2.19503e-05,0.2363,5.18685589e-06
-24052.0,D2.0,2.18868e-05,0.2363,5.17185084e-06
-24052.0,D3.0,2.14079e-05,0.2363,5.05868677e-06
-24052.0,D4.0,1.64312e-05,0.2363,3.88269256e-06
-24052.0,D5.0,1.03619e-05,0.2363,2.44851697e-06
-24052.0,D6.0,5.28884e-45,0.2363,1.2497528920000001e-45
-25055.0,D1.0,127.536,0.0001,0.0127536
-25055.0,D2.0,60.5228,0.0001,0.00605228
-25055.0,D3.0,0.228552,0.0009,0.0002056968
-25055.0,D4.0,0.0248076,0.0085,0.00021086460000000002
-25055.0,D5.0,0.0238131,0.0085,0.00020241135
-25055.0,D6.0,7.76096e-06,0.0085,6.596816e-08
-26054.0,D1.0,1.90203,0.0007,0.0013314210000000002
-26054.0,D2.0,1.90153,0.0007,0.0013310709999999999
-26054.0,D3.0,1.89774,0.0007,0.001328418
-26054.0,D4.0,1.85302,0.0007,0.0012971139999999998
-26054.0,D5.0,1.77792,0.0007,0.001244544
-26054.0,D6.0,0.000579449,0.0007,4.0561429999999997e-07
-26056.0,D1.0,15.1486,0.0006,0.009089159999999999
-26056.0,D2.0,7.18727,0.0006,0.004312361999999999
-26056.0,D3.0,0.0241546,0.0007,1.690822e-05
-26056.0,D4.0,1.87664e-05,0.3272,6.14036608e-06
-26056.0,D5.0,1.80208e-05,0.3271,5.894603679999999e-06
-26056.0,D6.0,2.55219e-08,0.269,6.8653911e-09
-26057.0,D1.0,0.00177955,0.0669,0.000119051895
-26057.0,D2.0,0.000844308,0.0669,5.64842052e-05
-26057.0,D3.0,2.83526e-06,0.0669,1.89678894e-07
-26057.0,D4.0,7.40141e-36,0.0669,4.95154329e-37
-26057.0,D5.0,2.08338e-87,0.0669,1.39378122e-88
-26057.0,D6.0,0.0,0.0,0.0
-26058.0,D1.0,2.78204,0.0003,0.0008346119999999999
-26058.0,D2.0,2.77703,0.0003,0.0008331089999999998
-26058.0,D3.0,2.73904,0.0003,0.0008217119999999999
-26058.0,D4.0,2.32306,0.0003,0.0006969179999999999
-26058.0,D5.0,1.74342,0.0003,0.0005230259999999999
-26058.0,D6.0,6.00932e-25,0.0003,1.8027959999999999e-28
-27059.0,D1.0,7.60762,0.0001,0.000760762
-27059.0,D2.0,7.60681,0.0001,0.000760681
-27059.0,D3.0,7.60391,0.0001,0.000760391
-27059.0,D4.0,7.57477,0.0001,0.000757477
-27059.0,D5.0,7.52431,0.0001,0.000752431
-27059.0,D6.0,2.04649,0.0001,0.000204649
-29063.0,D1.0,0.29672,0.0008,0.000237376
-29063.0,D2.0,0.255189,0.0008,0.0002041512
-29063.0,D3.0,0.0811536,0.0009,7.303824e-05
-29063.0,D4.0,0.0014717,0.0286,4.209062e-05
-29063.0,D5.0,0.00146189,0.0286,4.1810054e-05
-29063.0,D6.0,0.000397693,0.0286,1.1374019800000001e-05
-29065.0,D1.0,0.000491582,0.0688,3.3820841599999995e-05
-29065.0,D2.0,0.000422432,0.0688,2.90633216e-05
-29065.0,D3.0,0.000132662,0.0688,9.1271456e-06
-29065.0,D4.0,1.28142e-10,0.0688,8.8161696e-12
-29065.0,D5.0,4.22781e-21,0.0688,2.90873328e-22
-29065.0,D6.0,0.0,0.0,0.0
-30064.0,D1.0,0.367632,0.0007,0.0002573424
-30064.0,D2.0,0.367511,0.0007,0.00025725769999999996
-30064.0,D3.0,0.366589,0.0007,0.0002566123
-30064.0,D4.0,0.355748,0.0007,0.0002490236
-30064.0,D5.0,0.337616,0.0007,0.0002363312
-30064.0,D6.0,1.1751e-05,0.0007,8.225699999999999e-09
-30066.0,D1.0,0.00201091,0.0357,7.1789487e-05
