User,Time,Value,Error,abs_error
-30066.0,D2.0,0.00201025,0.0357,7.1765925e-05
-30066.0,D3.0,0.00200521,0.0357,7.1585997e-05
-30066.0,D4.0,0.00194591,0.0357,6.9468987e-05
-30066.0,D5.0,0.00184673,0.0357,6.592826100000001e-05
-30066.0,D6.0,6.42768e-08,0.0357,2.29468176e-09
-31071.0,D1.0,15.7695,0.0003,0.00473085
-31071.0,D2.0,13.7561,0.0003,0.00412683
-31071.0,D3.0,4.84456,0.0003,0.001453368
-31071.0,D4.0,1.84228e-05,0.0003,5.526839999999999e-09
-31071.0,D5.0,6.62027e-15,0.0003,1.986081e-18
-31071.0,D6.0,0.0,0.0,0.0
-39089.0,D1.0,0.0139384,0.0167,0.00023277128
-39089.0,D2.0,0.0139279,0.0167,0.00023259593
-39089.0,D3.0,0.0138481,0.0167,0.00023126327
-39089.0,D4.0,0.0129282,0.0167,0.00021590094
-39089.0,D5.0,0.0114688,0.0167,0.00019152895999999999
-39089.0,D6.0,7.09862e-13,0.0167,1.18546954e-14
-40090.0,D1.0,0.00112342,0.0499,5.6058658e-05
-40090.0,D2.0,0.00109616,0.0499,5.469838400000001e-05
-40090.0,D3.0,0.000908623,0.0499,4.53402877e-05
-40090.0,D4.0,9.63637e-05,0.0499,4.808548629999999e-06
-40090.0,D5.0,1.93127e-06,0.0499,9.6370373e-08
-40090.0,D6.0,0.0,0.0,0.0
-51123.0,D1.0,0.934636,0.0005,0.00046731800000000004
-51123.0,D2.0,0.933391,0.0005,0.0004666955
-51123.0,D3.0,0.923933,0.0005,0.0004619665
-51123.0,D4.0,0.817995,0.0005,0.00040899750000000004
-51123.0,D5.0,0.661588,0.0005,0.000330794
-51123.0,D6.0,5.43043e-19,0.0005,2.715215e-22
-55133.0,D1.0,5.40284,0.0002,0.001080568
-55133.0,D2.0,5.40227,0.0002,0.001080454
-55133.0,D3.0,5.39788,0.0002,0.001079576
-55133.0,D4.0,5.34566,0.0002,0.001069132
-55133.0,D5.0,5.25588,0.0002,0.001051176
-55133.0,D6.0,0.189252,0.0002,3.78504e-05
-57139.0,D1.0,6.94529,0.0002,0.001389058
-57139.0,D2.0,6.62118,0.0002,0.0013242360000000001
-57139.0,D3.0,4.59587,0.0002,0.000919174
-57139.0,D4.0,0.058371,0.0002,1.16742e-05
-57139.0,D5.0,2.89742e-05,0.0002,5.79484e-09
-57139.0,D6.0,0.0,0.0,0.0
-58140.0,D1.0,0.000167437,0.1585,2.65387645e-05
-58140.0,D2.0,0.000159623,0.1585,2.5300245500000003e-05
-58140.0,D3.0,0.000110797,0.1585,1.75613245e-05
-58140.0,D4.0,1.4072e-06,0.1585,2.230412e-07
-58140.0,D5.0,6.98509e-10,0.1585,1.107136765e-10
-58140.0,D6.0,0.0,0.0,0.0
-90232.0,D1.0,0.36848,0.0005,0.00018423999999999998
-90232.0,D2.0,0.367387,0.0005,0.00018369350000000003
-90232.0,D3.0,0.359141,0.0005,0.0001795705
-90232.0,D4.0,0.273769,0.0005,0.0001368845
-90232.0,D5.0,0.170597,0.0005,8.52985e-05
-90232.0,D6.0,8.36205e-42,0.0005,4.181025e-45
