Time,Value,Error,abs_error
D1.0,0.128141,0.0171,0.0021912111000000002
D2.0,0.128103,0.0171,0.0021905613
D3.0,0.127815,0.0171,0.0021856365
D4.0,0.124414,0.0171,0.0021274794
D5.0,0.118702,0.0171,0.0020298042
D6.0,1.17293e-05,0.0171,2.0057103e-07
