Time,Value,Error,abs_error
D1.0,0.000337403,0.0062,2.0918986e-06
D2.0,0.000336823,0.0062,2.0883025999999997e-06
D3.0,0.000332423,0.0062,2.0610225999999997e-06
D4.0,0.000284058,0.0062,1.7611596e-06
D5.0,0.000215982,0.0062,1.3390884e-06
D6.0,9.64703e-28,0.0062,5.9811586e-30
