Time,Value,Error,abs_error
D1.0,16.1159,0.0037,0.05962883
D2.0,16.0977,0.0037,0.05956149
D3.0,15.959,0.0037,0.0590483
D4.0,14.391,0.0037,0.0532467
D5.0,12.0178,0.0037,0.04446586
D6.0,5.26238e-15,0.0037,1.9470806e-17
