Time,Value,Error,abs_error
D1.0,0.0053735,0.0592,0.0003181112
D2.0,0.00524638,0.0592,0.00031058569600000003
D3.0,0.00436945,0.0592,0.00025867144000000006
D4.0,0.000490406,0.0592,2.90320352e-05
D5.0,1.08481e-05,0.0592,6.4220752e-07
D6.0,0.0,0.0,0.0
