Time,Value,Error,abs_error
D1.0,22.1465,0.0032,0.0708688
D2.0,22.0824,0.0032,0.07066368
D3.0,21.5992,0.0032,0.06911744
D4.0,16.578,0.0032,0.0530496
D5.0,10.4545,0.0032,0.0334544
D6.0,5.33611e-39,0.0032,1.7075552e-41
