User,Time,Value,Error,abs_error
0.0,D1.0,0.0,0.0,0.0
0.0,D2.0,0.0,0.0,0.0
0.0,D3.0,0.0,0.0,0.0
0.0,D4.0,0.0,0.0,0.0
0.0,D5.0,0.0,0.0,0.0
0.0,D6.0,0.0,0.0,0.0
-22046.0,D1.0,0.0070993,0.0808,0.00057362344
-22046.0,D2.0,0.00709251,0.0808,0.0005730748079999999
-22046.0,D3.0,0.00704081,0.0808,0.000568897448
-22046.0,D4.0,0.00645107,0.0808,0.000521246456
-22046.0,D5.0,0.00553899,0.0808,0.00044755039199999996
-22046.0,D6.0,5.65394e-16,0.0808,4.5683835199999995e-17
-22047.0,D1.0,0.000259761,0.3887,0.0001009691007
-22047.0,D2.0,0.000256646,0.3921,0.0001006308966
-22047.0,D3.0,0.000235064,0.4185,9.8374284e-05
-22047.0,D4.0,0.00013281,0.6534,8.677805399999999e-05
-22047.0,D5.0,0.000104392,0.7133,7.44628136e-05
-22047.0,D6.0,1.06298e-17,0.715,7.600306999999999e-18
-22048.0,D1.0,0.0179212,0.0715,0.0012813658
-22048.0,D2.0,0.0171483,0.0715,0.0012261034499999998
-22048.0,D3.0,0.0122442,0.0715,0.0008754603
-22048.0,D4.0,0.000218054,0.0715,1.5590861e-05
-22048.0,D5.0,1.95072e-07,0.0715,1.3947647999999997e-08
-22048.0,D6.0,0.0,0.0,0.0
-22049.0,D1.0,0.0,0.0,0.0
-22049.0,D2.0,0.0,0.0,0.0
-22049.0,D3.0,0.0,0.0,0.0
-22049.0,D4.0,0.0,0.0,0.0
-22049.0,D5.0,0.0,0.0,0.0
-22049.0,D6.0,0.0,0.0,0.0
-24050.0,D1.0,1.2661,0.0007,0.00088627
-24050.0,D2.0,1.26244,0.0007,0.000883708
-24050.0,D3.0,1.23481,0.0007,0.000864367
-24050.0,D4.0,0.947756,0.0007,0.0006634292000000001
-24050.0,D5.0,0.597679,0.0007,0.00041837529999999996
-24050.0,D6.0,3.05062e-40,0.0007,2.135434e-43
-24052.0,D1.0,0.00921222,0.0644,0.000593266968
-24052.0,D2.0,0.00918558,0.0644,0.0005915513520000001
-24052.0,D3.0,0.00898458,0.0644,0.0005786069520000001
-24052.0,D4.0,0.00689593,0.0644,0.000444097892
-24052.0,D5.0,0.00434875,0.0644,0.0002800595
-24052.0,D6.0,2.21965e-42,0.0644,1.4294546e-43
-25055.0,D1.0,1590.48,0.0001,0.15904800000000002
-25055.0,D2.0,754.783,0.0001,0.07547830000000001
-25055.0,D3.0,2.87682,0.0015,0.00431523
-25055.0,D4.0,0.335385,0.0127,0.0042593894999999994
-25055.0,D5.0,0.32194,0.0127,0.0040886379999999995
-25055.0,D6.0,0.000104924,0.0127,1.3325348e-06
-26054.0,D1.0,2.55771,0.0033,0.008440443
-26054.0,D2.0,2.55704,0.0033,0.008438232
-26054.0,D3.0,2.55191,0.0033,0.008421303
-26054.0,D4.0,2.49149,0.0033,0.008221917
-26054.0,D5.0,2.39016,0.0033,0.007887528
-26054.0,D6.0,0.000779825,0.0032,2.49544e-06
-26056.0,D1.0,23.9515,0.0025,0.05987875
-26056.0,D2.0,11.364,0.0025,0.02841
-26056.0,D3.0,0.0385335,0.0066,0.0002543211
-26056.0,D4.0,0.000364989,0.634,0.000231403026
-26056.0,D5.0,0.000350476,0.6337,0.00022209664120000002
-26056.0,D6.0,4.63852e-07,0.3857,1.789077164e-07
-26057.0,D1.0,0.00185144,0.2923,0.000541175912
-26057.0,D2.0,0.000878417,0.2923,0.0002567612891
-26057.0,D3.0,2.9498e-06,0.2923,8.6222654e-07
-26057.0,D4.0,7.70042e-36,0.2923,2.250832766e-36
-26057.0,D5.0,2.16754e-87,0.2923,6.33571942e-88
-26057.0,D6.0,0.0,0.0,0.0
-26058.0,D1.0,7.87099,0.0007,0.0055096929999999995
-26058.0,D2.0,7.85681,0.0007,0.005499767
-26058.0,D3.0,7.74933,0.0007,0.005424531
-26058.0,D4.0,6.57243,0.0007,0.004600701
-26058.0,D5.0,4.9325,0.0007,0.00345275
-26058.0,D6.0,1.70017e-24,0.0007,1.190119e-27
-27059.0,D1.0,119.765,0.0003,0.035929499999999996
-27059.0,D2.0,119.758,0.0003,0.0359274
-27059.0,D3.0,119.718,0.0003,0.0359154
-27059.0,D4.0,119.261,0.0003,0.0357783
-27059.0,D5.0,118.471,0.0003,0.0355413
-27059.0,D6.0,32.2262,0.0003,0.009667859999999999
-28058.0,D1.0,10.5383,0.0017,0.017915109999999998
-28058.0,D2.0,10.5238,0.0017,0.017890459999999997
-28058.0,D3.0,10.4174,0.0017,0.01770958
-28058.0,D4.0,9.36696,0.0017,0.015923832
-28058.0,D5.0,7.8251,0.0017,0.013302669999999999
-28058.0,D6.0,2.4064e-06,0.0234,5.630976e-08
-28060.0,D1.0,0.662275,0.007,0.004635925
-28060.0,D2.0,0.662247,0.007,0.004635729
-28060.0,D3.0,0.662037,0.007,0.004634259
-28060.0,D4.0,0.659521,0.007,0.004616647000000001
-28060.0,D5.0,0.65516,0.007,0.00458612
-28060.0,D6.0,0.17823,0.007,0.0012476100000000001
-28061.0,D1.0,0.000232907,0.494,0.000115056058
-28061.0,D2.0,0.000232897,0.494,0.000115051118
-28061.0,D3.0,0.000232823,0.494,0.000115014562
-28061.0,D4.0,0.000231938,0.494,0.000114577372
-28061.0,D5.0,0.000230405,0.494,0.00011382007
-28061.0,D6.0,6.26794e-05,0.494,3.09636236e-05
-28062.0,D1.0,0.0106205,0.0873,0.00092716965
-28062.0,D2.0,0.0106013,0.0873,0.00092549349
-28062.0,D3.0,0.0104563,0.0873,0.00091283499
-28062.0,D4.0,0.0088683,0.0873,0.0007742025900000001
-28062.0,D5.0,0.00665551,0.0873,0.000581026023
-28062.0,D6.0,2.29407e-27,0.0873,2.00272311e-28
-29063.0,D1.0,7.24327,0.0009,0.006518943
-29063.0,D2.0,6.2259,0.0009,0.00560331
-29063.0,D3.0,1.96266,0.0009,0.0017663940000000001
-29063.0,D4.0,0.0108294,0.0532,0.0005761240799999999
-29063.0,D5.0,0.0107559,0.0532,0.00057221388
-29063.0,D6.0,0.00292604,0.0532,0.000155665328
-29065.0,D1.0,0.00719628,0.1045,0.00075201126
-29065.0,D2.0,0.00618399,0.1045,0.000646226955
-29065.0,D3.0,0.00194204,0.1045,0.00020294317999999998
-29065.0,D4.0,1.87587e-09,0.1045,1.96028415e-10
-29065.0,D5.0,6.1891e-20,0.1045,6.467609499999999e-21
-29065.0,D6.0,0.0,0.0,0.0
-41093.0,D1.0,0.040077,0.0407,0.0016311339
-41093.0,D2.0,0.0397614,0.0407,0.00161828898
-41093.0,D3.0,0.0374315,0.0407,0.00152346205
-41093.0,D4.0,0.0181814,0.0407,0.00073998298
-41093.0,D5.0,0.00516593,0.0407,0.000210253351
-41093.0,D6.0,0.0,0.0,0.0
-42092.0,D1.0,0.0463161,0.0326,0.0015099048599999999
-42092.0,D2.0,0.045891,0.0326,0.0014960466
-42092.0,D3.0,0.0427965,0.0326,0.0013951659
-42092.0,D4.0,0.0196537,0.0335,0.00065839895
-42092.0,D5.0,0.0055006,0.0339,0.00018647034
-42092.0,D6.0,0.0,0.0,0.0
-42096.0,D1.0,0.00554657,0.1142,0.000633418294
-42096.0,D2.0,0.00510755,0.1142,0.00058328221
-42096.0,D3.0,0.00272026,0.1142,0.000310653692
-42096.0,D4.0,1.4549e-06,0.1142,1.6614958e-07
-42096.0,D5.0,2.89451e-12,0.1142,3.30553042e-13
-42096.0,D6.0,0.0,0.0,0.0
-42098.0,D1.0,15.3576,0.001,0.0153576
-42098.0,D2.0,14.9156,0.001,0.0149156
-42098.0,D3.0,11.9332,0.001,0.0119332
-42098.0,D4.0,0.828291,0.001,0.000828291
-42098.0,D5.0,0.00793057,0.001,7.93057e-06
-42098.0,D6.0,0.0,0.0,0.0
-42100.0,D1.0,0.025783,0.0447,0.0011525001
-42100.0,D2.0,0.025041,0.0447,0.0011193327
-42100.0,D3.0,0.0200339,0.0447,0.0008955153299999999
-42100.0,D4.0,0.00139057,0.0447,6.2158479e-05
-42100.0,D5.0,1.33142e-05,0.0447,5.9514474e-07
-42100.0,D6.0,0.0,0.0,0.0
-73181.0,D1.0,42.7045,0.0005,0.021352250000000003
-73181.0,D2.0,42.6746,0.0005,0.0213373
-73181.0,D3.0,42.4472,0.0005,0.021223600000000002
-73181.0,D4.0,39.8198,0.0005,0.0199099
-73181.0,D5.0,35.624,0.0005,0.017812
-73181.0,D6.0,1.15475e-08,0.0005,5.77375e-12
