Time,Value,Error,abs_error
D1.0,38.5797,0.0008,0.030863760000000004
D2.0,37.2874,0.0008,0.02982992
D3.0,28.7421,0.0008,0.022993680000000002
D4.0,1.27855,0.0008,0.0010228400000000001
D5.0,0.00563805,0.0008,4.51044e-06
D6.0,0.0,0.0,0.0
