Time,Value,Error,abs_error
D1.0,0.286163,0.0034,0.0009729541999999999
D2.0,0.278942,0.0034,0.0009484028
D3.0,0.229459,0.0034,0.0007801605999999999
D4.0,0.0222104,0.0034,7.551536e-05
D5.0,0.000379618,0.0034,1.2907012e-06
D6.0,0.0,0.0,0.0
