User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,24153200000000.0,0.0001
0.0,3,427095000000000.0,0.0068
1.0,1,0.0,0.0
1.0,2,3610030000000.0,0.0003
1.0,3,62981300000000.0,0.0174
