Cells,Value,Error
4.0,329696.0,0.0004
5.0,660139.0,0.0003
6.0,330141.0,0.0004
7.0,438131.0,0.0003
8.0,876208.0,0.0002
9.0,438154.0,0.0003
10.0,501880.0,0.0003
11.0,1004570.0,0.0002
12.0,502376.0,0.0003
13.0,499902.0,0.0003
14.0,1000480.0,0.0002
15.0,500786.0,0.0003
16.0,417149.0,0.0003
17.0,834224.0,0.0002
18.0,416972.0,0.0003
19.0,335342.0,0.0004
20.0,671206.0,0.0003
21.0,335708.0,0.0004
22.0,1054740.0,0.0002
23.0,2112720.0,0.0002
24.0,1056440.0,0.0002
25.0,966572.0,0.0002
26.0,966427.0,0.0002
27.0,449345.0,0.0003
28.0,979168.0,0.0002
29.0,904133.0,0.0002
30.0,980317.0,0.0002
31.0,450646.0,0.0003
32.0,442647.0,0.0003
33.0,891768.0,0.0002
34.0,883296.0,0.0002
35.0,892080.0,0.0002
36.0,442367.0,0.0003
37.0,602470.0,0.0003
38.0,1030970.0,0.0002
39.0,1221840.0,0.0002
40.0,1021840.0,0.0002
41.0,601516.0,0.0003
42.0,1229560.0,0.0002
43.0,1236190.0,0.0002
44.0,1251240.0,0.0002
45.0,1246120.0,0.0002
46.0,684044.0,0.0003
47.0,1216760.0,0.0002
48.0,1353510.0,0.0002
49.0,1207290.0,0.0002
50.0,682084.0,0.0003
51.0,563840.0,0.0003
52.0,1128770.0,0.0002
53.0,1126070.0,0.0002
54.0,1129930.0,0.0002
55.0,562944.0,0.0003
56.0,522736.0,0.0003
57.0,1006580.0,0.0002
58.0,1035760.0,0.0002
59.0,1034270.0,0.0002
60.0,521079.0,0.0003
61.0,512058.0,0.0003
62.0,1030770.0,0.0002
63.0,1017640.0,0.0002
64.0,1015580.0,0.0002
65.0,1017550.0,0.0002
66.0,1017840.0,0.0002
67.0,507013.0,0.0003
