User,Segments,Value,Error
0.0,1,146270000000000.0,0.0135
0.0,2,40262300000000.0,0.0001
0.0,3,355645000000000.0,0.0088
1.0,1,34788000000000.0,0.0497
1.0,2,9857240000000.0,0.0009
1.0,3,78857800000000.0,0.0443
