User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,27905700000000.0,0.0001
0.0,3,0.0,0.0
1.0,1,0.0,0.0
1.0,2,3855070000000.0,0.0003
1.0,3,0.0,0.0
