User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,15085600000000.0,0.0002
0.0,3,0.0,0.0
1.0,1,0.0,0.0
1.0,2,3078040000000.0,0.0005
1.0,3,0.0,0.0
