User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,27360700000000.0,0.0001
0.0,3,15802300000000.0,0.0446
1.0,1,0.0,0.0
1.0,2,7295380000000.0,0.001
1.0,3,4873630000000.0,0.1316
