Cells,Value,Error
16016.0,136.823,0.0126
16017.0,145.936,0.0142
16018.0,119.318,0.0161
16019.0,74.1843,0.0215
16020.0,123.604,0.0108
16021.0,132.367,0.0138
16022.0,105.732,0.0154
16023.0,64.1929,0.0203
16024.0,120.068,0.011
16025.0,125.204,0.0131
16026.0,99.3855,0.0149
16027.0,60.3709,0.0196
16028.0,117.705,0.0112
16029.0,122.068,0.0127
16030.0,95.6185,0.0146
16031.0,57.9012,0.02
16032.0,119.135,0.0115
16033.0,121.269,0.0127
16034.0,94.2825,0.0145
16035.0,58.842,0.0204
16036.0,117.102,0.011
16037.0,121.783,0.0133
16038.0,94.1253,0.0148
16039.0,59.6003,0.0195
16040.0,117.931,0.0113
16041.0,121.386,0.013
16042.0,96.0348,0.0147
16043.0,61.3072,0.0203
16044.0,119.791,0.0116
16045.0,126.299,0.0132
16046.0,99.7349,0.0154
16047.0,63.2324,0.021
16048.0,122.259,0.0119
16049.0,133.259,0.0133
16050.0,106.696,0.0158
16051.0,66.4616,0.0207
16052.0,129.925,0.0129
16053.0,144.337,0.014
16054.0,116.757,0.0162
16055.0,71.1466,0.0207
16056.0,139.672,0.0136
16057.0,159.378,0.0143
16058.0,131.37,0.0166
16059.0,81.5808,0.0216
16060.0,157.132,0.0146
16061.0,193.104,0.0149
16062.0,162.123,0.0169
16063.0,96.3086,0.022
