Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,1.2568431928120207e-07,0.005903063510265461,0.01,0.1,12.2 deg
0.1 - 1,1.663678624366872e-06,0.0015936625649289543,0.1,1.0,12.2 deg
1 - 3.5,1.544424882165691e-06,0.0028365454590326493,1.0,3.5,12.2 deg
3.5 - 10,1.1164507516544307e-07,0.021292395972161066,3.5,10.0,12.2 deg
10 - 20,9.87175529095041e-07,0.014274960634685661,10.0,20.0,12.2 deg
