Value,Error,Energy,Angle
7.0372037962792294e-06,0.03087311357218848,0.01 - 0.1,24.9 deg
0.00015400037558097333,0.007337141208322903,0.1 - 1,24.9 deg
0.0001400335422087035,0.007742363468254779,1 - 3.5,24.9 deg
1.625215384029657e-05,0.03583202048839642,3.5 - 10,24.9 deg
4.864745208111835e-05,0.016955578037294004,10 - 20,24.9 deg
