Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,4.910831714495617e-08,0.010926265283127833,0.01,0.1,41.8 deg
0.1 - 1,3.6129403101375464e-07,0.0032035660462123882,0.1,1.0,41.8 deg
1 - 3.5,1.0605006161665707e-06,0.0026267495891035765,1.0,3.5,41.8 deg
3.5 - 10,9.111124424594891e-07,0.0035488335516478675,3.5,10.0,41.8 deg
10 - 20,2.3385571530285038e-06,0.003962971796538164,10.0,20.0,41.8 deg
