Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,1.2320458421413638e-07,0.005943710142921152,0.01,0.1,0 deg
0.1 - 1,1.654658935990016e-06,0.0015886739819806113,0.1,1.0,0 deg
1 - 3.5,1.5630727833149867e-06,0.00279446620021921,1.0,3.5,0 deg
3.5 - 10,1.2415563261466032e-07,0.0198736409442237,3.5,10.0,0 deg
10 - 20,3.3115249523856205e-06,0.006149990956505451,10.0,20.0,0 deg
