Energy,Value,Error,Angle
0.011927,1.2796917498491449e-09,0.0316,12.2 deg
0.0125385,2.7698258002522484e-08,0.0789,12.2 deg
0.0131815,2.6906592356909214e-08,0.0797,12.2 deg
0.013857,2.4615122353019968e-08,0.0809,12.2 deg
0.0145675,3.1469426579957224e-08,0.0728,12.2 deg
0.0153145,3.453091595711261e-08,0.0737,12.2 deg
0.0160995,3.19605915438612e-08,0.0707,12.2 deg
0.016925,3.941275976614247e-08,0.0643,12.2 deg
0.017793,3.418150585562019e-08,0.0694,12.2 deg
0.0187055,3.9662302876148486e-08,0.0684,12.2 deg
0.0196645,4.299365165191903e-08,0.0611,12.2 deg
0.0206725,4.920729597803213e-08,0.0576,12.2 deg
0.021732,5.040463552614706e-08,0.0575,12.2 deg
0.0228465,5.687643129407131e-08,0.0569,12.2 deg
0.024018,5.188497176427593e-08,0.0543,12.2 deg
0.025249,5.724286058258029e-08,0.0533,12.2 deg
0.0265435,5.973617649639355e-08,0.0544,12.2 deg
0.0279045,5.530180499794502e-08,0.0543,12.2 deg
0.0293355,4.875943797272313e-08,0.0553,12.2 deg
0.0308395,6.329599623180332e-08,0.0511,12.2 deg
0.0324205,6.816975836052981e-08,0.0477,12.2 deg
0.034083,7.686422841392062e-08,0.0464,12.2 deg
0.0358305,7.123911752145268e-08,0.0464,12.2 deg
0.0376675,8.142458390595235e-08,0.0429,12.2 deg
0.039599,8.29059002302118e-08,0.0421,12.2 deg
0.0416295,9.186867294461981e-08,0.0417,12.2 deg
0.0437635,9.256750280782873e-08,0.0416,12.2 deg
0.046007,1.029481434644098e-07,0.0405,12.2 deg
0.048366,1.0470801032712912e-07,0.0393,12.2 deg
0.050846,1.1008438052421888e-07,0.0394,12.2 deg
0.053453,1.1357783232318553e-07,0.0384,12.2 deg
0.0561935,1.158104710112515e-07,0.0361,12.2 deg
0.0590745,1.3348342554171864e-07,0.0362,12.2 deg
0.0621035,1.3229749167985235e-07,0.0365,12.2 deg
0.0652875,1.3931828811406018e-07,0.0352,12.2 deg
0.0686345,1.4985699492209322e-07,0.0335,12.2 deg
0.0721535,1.58599508125248e-07,0.0334,12.2 deg
0.075853,1.6201046065146956e-07,0.0318,12.2 deg
0.079742,1.6943602485659994e-07,0.0313,12.2 deg
0.0838305,1.7284614091817036e-07,0.0309,12.2 deg
0.088129,1.6555708171460944e-07,0.0297,12.2 deg
0.0926475,1.820756386353286e-07,0.0291,12.2 deg
0.0973975,1.839374463705051e-07,0.0291,12.2 deg
0.102391,1.9187161899580764e-07,0.0281,12.2 deg
0.10764,2.1155346919868965e-07,0.0274,12.2 deg
0.11316,2.1175186847689683e-07,0.0273,12.2 deg
0.11896,2.3587685897202923e-07,0.0265,12.2 deg
0.12506,2.37495980568607e-07,0.0262,12.2 deg
0.131475,2.5827269177584636e-07,0.0242,12.2 deg
0.138215,2.627429778248087e-07,0.0244,12.2 deg
0.1453,2.487211135539584e-07,0.0244,12.2 deg
0.15275,2.698790565366741e-07,0.0242,12.2 deg
0.16058,2.7819351536963657e-07,0.0232,12.2 deg
0.16881,2.9071920935569035e-07,0.0232,12.2 deg
0.17747,2.981045017221884e-07,0.022,12.2 deg
0.18657,3.196545252975002e-07,0.0218,12.2 deg
0.196135,3.0921644625830464e-07,0.0219,12.2 deg
0.20619,3.3298212295647456e-07,0.0221,12.2 deg
0.21676,3.4132399101969914e-07,0.0214,12.2 deg
0.227875,3.5275826629536267e-07,0.0205,12.2 deg
0.23956,3.538487654541522e-07,0.0207,12.2 deg
0.251845,3.4276605340867574e-07,0.0206,12.2 deg
0.264755,3.4477170629518953e-07,0.0203,12.2 deg
0.278325,3.6155117286163486e-07,0.0207,12.2 deg
0.292595,3.475706628154077e-07,0.0203,12.2 deg
0.3076,3.411000674714375e-07,0.0204,12.2 deg
0.32337,3.36278574665483e-07,0.0205,12.2 deg
0.33995,3.5474028358685384e-07,0.0204,12.2 deg
0.35738,3.3076476631978835e-07,0.0204,12.2 deg
0.3757,2.6583219563094003e-07,0.0216,12.2 deg
0.394965,2.1004195143576587e-07,0.0249,12.2 deg
0.415215,1.9193906800510588e-07,0.0301,12.2 deg
0.436505,1.443180683410258e-07,0.0434,12.2 deg
0.458885,2.383169340169523e-07,0.0414,12.2 deg
0.48241,4.6939137174529375e-07,0.0285,12.2 deg
0.507145,6.758030761959052e-07,0.0216,12.2 deg
0.533145,8.15813540322426e-07,0.0192,12.2 deg
0.56048,8.749657731643606e-07,0.0174,12.2 deg
0.58922,8.988548988889665e-07,0.0166,12.2 deg
0.61943,9.570746219868064e-07,0.0156,12.2 deg
0.65119,9.662400275708388e-07,0.015,12.2 deg
0.68458,9.817424155491364e-07,0.0144,12.2 deg
0.719675,1.0055604502375797e-06,0.0141,12.2 deg
0.75657,1.050715945058018e-06,0.0138,12.2 deg
0.79536,1.0760066913001457e-06,0.0143,12.2 deg
0.83614,9.39681056134244e-07,0.0148,12.2 deg
0.87901,6.91697080958672e-07,0.0161,12.2 deg
0.92408,5.674190612616388e-07,0.0189,12.2 deg
0.97146,3.869548050392374e-07,0.0242,12.2 deg
1.02127,2.6880852026836165e-07,0.034,12.2 deg
1.07365,4.281695010571129e-07,0.0259,12.2 deg
1.1287,7.070010805316967e-07,0.0183,12.2 deg
1.18655,9.261313130330899e-07,0.0153,12.2 deg
1.2474,1.0180968893281902e-06,0.0143,12.2 deg
1.31135,8.007499705670526e-07,0.0186,12.2 deg
1.37855,7.952043106622306e-07,0.0205,12.2 deg
1.44925,1.2073469303634109e-06,0.0151,12.2 deg
1.52355,1.2141298959817811e-06,0.014,12.2 deg
1.60165,1.146985644635386e-06,0.0141,12.2 deg
1.6838,1.0829888817650663e-06,0.015,12.2 deg
1.77015,1.2978647102052092e-06,0.0134,12.2 deg
1.8609,1.212166114972359e-06,0.0143,12.2 deg
1.9563,9.405138370470309e-07,0.0176,12.2 deg
2.0566,1.1838749484436223e-06,0.0154,12.2 deg
2.16205,1.5441702481850778e-06,0.0138,12.2 deg
2.2729,2.0890323880508978e-06,0.0125,12.2 deg
2.3894,3.019321157555333e-06,0.0111,12.2 deg
2.5119,2.602568320609471e-06,0.0102,12.2 deg
2.6407,2.487511416080234e-06,0.0099,12.2 deg
2.7761,2.7329542996923536e-06,0.0093,12.2 deg
2.91845,2.7353542762333388e-06,0.0093,12.2 deg
3.06805,2.806047743102848e-06,0.01,12.2 deg
3.22535,2.6973182557085086e-06,0.0113,12.2 deg
3.39075,1.7282179572509274e-06,0.0137,12.2 deg
3.5646,1.6004512816924382e-06,0.0142,12.2 deg
3.74735,1.515248554111858e-06,0.0156,12.2 deg
3.93945,1.436552212817004e-06,0.016,12.2 deg
4.14145,2.0830380117289673e-06,0.0123,12.2 deg
4.3538,2.2848802146004358e-06,0.0151,12.2 deg
4.577,2.102681425525043e-06,0.0147,12.2 deg
4.81165,2.266327755120234e-06,0.0119,12.2 deg
5.05835,2.2581872400043242e-06,0.0127,12.2 deg
