Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,1.0296798616537082e-07,0.005985963635538566,0.01,0.1,0 deg
0.1 - 1,7.796259844910939e-07,0.0018650463052638313,0.1,1.0,0 deg
1 - 3.5,6.109561419422097e-06,0.0009961466755708823,1.0,3.5,0 deg
3.5 - 10,6.0966499473007266e-06,0.0014699126049994022,3.5,10.0,0 deg
10 - 20,0.0002574919793063554,0.0003099254307706201,10.0,20.0,0 deg
