Energy,Value,Error,Lower energy,Upper energy,Angle
0.1 - 1,7.066452027986822e-07,0.003352544608867933,0.1,1.0,0 deg
1 - 3.5,5.488642203607268e-07,0.002213261047304512,1.0,3.5,0 deg
3.5 - 10,1.1135535084653024e-06,0.002511532866512493,3.5,10.0,0 deg
10 - 20,1.5667029934590977e-05,0.0007316698602670349,10.0,20.0,0 deg
