Energy,Value,Error,Angle
0.488405,6.343559708865785e-08,0.0038,0 deg
0.50077,2.2774318047735484e-07,0.0254,0 deg
0.513445,2.41000943645962e-07,0.0258,0 deg
0.52644,2.5264049209313133e-07,0.0251,0 deg
0.53977,2.428444687024985e-07,0.0253,0 deg
0.553435,2.6592936468685263e-07,0.025,0 deg
0.567445,2.606082285476361e-07,0.0247,0 deg
0.58181,2.6718167151861754e-07,0.0245,0 deg
0.596535,2.759096227715011e-07,0.024,0 deg
0.61164,2.8065310671803206e-07,0.0235,0 deg
0.627125,2.695119456372589e-07,0.0239,0 deg
0.643,2.804293958474842e-07,0.0238,0 deg
0.65928,2.935136610358622e-07,0.023,0 deg
0.67597,2.8829618044120217e-07,0.0233,0 deg
0.69308,2.9477128200565466e-07,0.0236,0 deg
0.710625,2.915218249832629e-07,0.0228,0 deg
0.728615,3.0120028341513656e-07,0.0228,0 deg
0.74706,3.199007981804536e-07,0.0226,0 deg
0.76597,3.135745412686025e-07,0.0221,0 deg
0.78536,3.2303384790660343e-07,0.0224,0 deg
0.805245,3.2963721164100677e-07,0.0223,0 deg
0.82563,3.375311432718733e-07,0.022,0 deg
0.84653,3.48004776961059e-07,0.0215,0 deg
0.86796,3.4659654339766715e-07,0.0214,0 deg
0.88993,3.5426919984953764e-07,0.021,0 deg
0.912455,3.5800223562576524e-07,0.021,0 deg
0.935555,3.580536874341928e-07,0.0205,0 deg
0.95924,3.7064811537863235e-07,0.0205,0 deg
0.983525,3.8344591791332235e-07,0.0201,0 deg
1.00841,3.944402405596322e-07,0.0196,0 deg
1.03395,4.0058235354599227e-07,0.0197,0 deg
1.06015,3.999881948668859e-07,0.0192,0 deg
1.087,4.1679726494471215e-07,0.0191,0 deg
1.1145,4.326603041993906e-07,0.019,0 deg
1.1427,4.2409540757845903e-07,0.0188,0 deg
1.17165,4.4934418749879634e-07,0.0183,0 deg
1.2013,4.711120977109718e-07,0.0187,0 deg
1.2317,4.68944346891777e-07,0.0182,0 deg
1.2629,4.879407029366519e-07,0.0178,0 deg
1.29485,4.851467164130869e-07,0.0172,0 deg
1.3276,4.978472498950067e-07,0.0172,0 deg
1.3612,5.019112135628273e-07,0.0168,0 deg
1.39565,5.058536416160892e-07,0.0166,0 deg
1.431,5.338291986201396e-07,0.0164,0 deg
1.46725,5.47372925944338e-07,0.0163,0 deg
1.5044,5.656159096005249e-07,0.0158,0 deg
1.5425,5.97133284032715e-07,0.0155,0 deg
1.58155,5.853548798983233e-07,0.0154,0 deg
