Value,Error,Energy,Angle
2.653541413292008e-05,0.013503806917084069,0.1 - 1,24.9 deg
7.546691704263103e-05,0.011079178792135262,1 - 3.5,24.9 deg
8.262655280125721e-05,0.013941337314209198,3.5 - 10,24.9 deg
0.00024799915235992746,0.007177958851488725,10 - 20,24.9 deg
