Value,Error,Energy,Angle
2.3365022288744564e-05,0.018046509643255233,0.1 - 1,24.9 deg
7.23324877121062e-05,0.014992181295949543,1 - 3.5,24.9 deg
8.322020996759826e-05,0.017004996801711244,3.5 - 10,24.9 deg
0.0006272901368171812,0.005197708536360756,10 - 20,24.9 deg
