Energy,Value,Error,Angle
0.011927,1.226967909880446e-09,0.0322,0 deg
0.0125385,2.7002046490367868e-08,0.0827,0 deg
0.0131815,2.5325921786823026e-08,0.0839,0 deg
0.013857,2.676914815539086e-08,0.0769,0 deg
0.0145675,2.8445377777469005e-08,0.0748,0 deg
0.0153145,3.3825015799429234e-08,0.0764,0 deg
0.0160995,3.0087346595238435e-08,0.0737,0 deg
0.016925,3.570642685863418e-08,0.071,0 deg
0.017793,3.363065241267252e-08,0.0732,0 deg
0.0187055,3.9572925178992096e-08,0.0666,0 deg
0.0196645,4.2405420845254e-08,0.0621,0 deg
0.0206725,4.725587973849743e-08,0.0612,0 deg
0.021732,4.683011395940176e-08,0.0587,0 deg
0.0228465,5.368440402336896e-08,0.0576,0 deg
0.024018,5.269408087709847e-08,0.0555,0 deg
0.025249,5.6682270001271275e-08,0.0534,0 deg
0.0265435,5.7057687872992876e-08,0.0541,0 deg
0.0279045,5.003312844430861e-08,0.0553,0 deg
0.0293355,5.270601546061574e-08,0.0532,0 deg
0.0308395,6.265096977455006e-08,0.0515,0 deg
0.0324205,6.704263669708608e-08,0.0488,0 deg
0.034083,7.085556426199457e-08,0.0484,0 deg
0.0358305,8.496110901576175e-08,0.0393,0 deg
0.0376675,9.711715898003839e-08,0.0359,0 deg
0.039599,1.0485277367222983e-07,0.0321,0 deg
0.0416295,1.371633757488488e-07,0.027,0 deg
0.0437635,1.2060110059931136e-07,0.0301,0 deg
0.046007,1.190796656658353e-07,0.0349,0 deg
0.048366,1.255235412899087e-07,0.0336,0 deg
0.050846,1.2809200696831904e-07,0.0327,0 deg
0.053453,1.5011007777161872e-07,0.0297,0 deg
0.0561935,1.4578027276384585e-07,0.0285,0 deg
0.0590745,1.6288404434827302e-07,0.0288,0 deg
0.0621035,1.718089298126825e-07,0.0279,0 deg
0.0652875,1.6976775646249005e-07,0.0294,0 deg
0.0686345,1.8919894156191136e-07,0.0264,0 deg
0.0721535,1.86188048612167e-07,0.0273,0 deg
0.075853,1.8676453651185177e-07,0.0265,0 deg
0.079742,2.149375834637394e-07,0.025,0 deg
0.0838305,2.2033188512126939e-07,0.0247,0 deg
0.088129,1.9295748027177247e-07,0.0248,0 deg
0.0926475,2.1746061293320085e-07,0.0243,0 deg
0.0973975,2.196502649922266e-07,0.0235,0 deg
0.102391,2.408023069578949e-07,0.0229,0 deg
0.10764,2.6480838409280116e-07,0.0216,0 deg
0.11316,2.7695627912830793e-07,0.0208,0 deg
0.11896,2.973438452407662e-07,0.021,0 deg
0.12506,3.057593520958501e-07,0.0205,0 deg
0.131475,3.278385560526636e-07,0.019,0 deg
0.138215,3.347960214638423e-07,0.019,0 deg
0.1453,3.127637596936925e-07,0.0193,0 deg
0.15275,3.423121194115139e-07,0.0188,0 deg
0.16058,3.598103893239695e-07,0.0177,0 deg
0.16881,3.8667259436036704e-07,0.0173,0 deg
0.17747,3.9926833872999984e-07,0.0166,0 deg
0.18657,4.291797409246687e-07,0.0163,0 deg
0.196135,4.120512459835564e-07,0.0164,0 deg
0.20619,4.536244860048771e-07,0.016,0 deg
0.21676,4.930762169654757e-07,0.0152,0 deg
0.227875,4.885026675742342e-07,0.0148,0 deg
0.23956,4.979735265354396e-07,0.0147,0 deg
0.251845,4.953897987695443e-07,0.0141,0 deg
0.264755,5.195689910342024e-07,0.0135,0 deg
0.278325,5.599521789079403e-07,0.0135,0 deg
0.292595,5.508690505043531e-07,0.0131,0 deg
0.3076,5.471474072608807e-07,0.0128,0 deg
0.32337,5.329946104207636e-07,0.0132,0 deg
0.33995,5.502249292201e-07,0.0132,0 deg
0.35738,5.116668100715195e-07,0.0132,0 deg
0.3757,3.922341614374091e-07,0.0147,0 deg
0.394965,2.692326108465018e-07,0.0195,0 deg
0.415215,1.976301471126491e-07,0.03,0 deg
0.436505,1.4671810650160284e-07,0.0431,0 deg
0.458885,2.2967290013906524e-07,0.0422,0 deg
0.48241,4.815166471117428e-07,0.0266,0 deg
0.507145,8.134999603670836e-07,0.018,0 deg
0.533145,1.091386976852474e-06,0.0142,0 deg
0.56048,1.3395565907553776e-06,0.0114,0 deg
0.58922,1.521637306874363e-06,0.01,0 deg
0.61943,1.717207527533826e-06,0.0088,0 deg
0.65119,1.838401362892978e-06,0.0081,0 deg
0.68458,1.9672245279416454e-06,0.0075,0 deg
0.719675,2.1433882178641142e-06,0.0071,0 deg
0.75657,2.235488386520397e-06,0.0068,0 deg
0.79536,2.370330334444138e-06,0.0069,0 deg
0.83614,2.263464733768276e-06,0.0067,0 deg
0.87901,1.9279818636945352e-06,0.0064,0 deg
0.92408,1.4340359178345804e-06,0.0078,0 deg
0.97146,6.311597399643788e-07,0.0151,0 deg
1.02127,2.673345832142899e-07,0.0332,0 deg
1.07365,5.935809052561583e-07,0.0192,0 deg
1.1287,1.4687014594120558e-06,0.0092,0 deg
1.18655,2.285858503788964e-06,0.0067,0 deg
1.2474,2.6129217269421618e-06,0.0059,0 deg
1.31135,1.5099461697173238e-06,0.0102,0 deg
1.37855,1.5713271115599014e-06,0.0105,0 deg
1.44925,3.7696675763361274e-06,0.0056,0 deg
1.52355,4.523495314962994e-06,0.0048,0 deg
1.60165,4.823127925060282e-06,0.0044,0 deg
1.6838,4.450806848355839e-06,0.0047,0 deg
1.77015,5.645781573771081e-06,0.0043,0 deg
1.8609,4.7848872976476995e-06,0.0047,0 deg
1.9563,3.6522276898066484e-06,0.0055,0 deg
2.0566,6.269480345813575e-06,0.0043,0 deg
2.16205,7.343621700883516e-06,0.0042,0 deg
2.2729,9.684937432090828e-06,0.0041,0 deg
2.3894,1.9219921821914978e-05,0.0036,0 deg
2.5119,1.3874730722188028e-05,0.0036,0 deg
2.6407,1.0826685107633286e-05,0.0036,0 deg
2.7761,1.09916335720745e-05,0.0035,0 deg
2.91845,1.1247882852016517e-05,0.0035,0 deg
3.06805,1.11107672151424e-05,0.0036,0 deg
3.22535,7.493426278275033e-06,0.0048,0 deg
3.39075,3.057549014312182e-06,0.008,0 deg
3.5646,2.796240307540723e-06,0.0085,0 deg
3.74735,2.6684359486559763e-06,0.0091,0 deg
3.93945,2.975044336113481e-06,0.0083,0 deg
4.14145,5.986699481031763e-06,0.0053,0 deg
4.3538,5.039471693000054e-06,0.0074,0 deg
4.577,5.594789166344282e-06,0.0066,0 deg
4.81165,7.599962554391881e-06,0.0049,0 deg
5.05835,6.974640589457692e-06,0.0053,0 deg
5.3177,6.581909457776051e-06,0.0067,0 deg
5.59035,8.192493205885011e-06,0.0058,0 deg
5.877,5.638389092399262e-06,0.0066,0 deg
6.1783,5.940489091194678e-06,0.0076,0 deg
6.49505,6.479843441383693e-06,0.0068,0 deg
6.8281,6.46293125357494e-06,0.0061,0 deg
7.1782,7.485409915919637e-06,0.0062,0 deg
7.5462,6.552393640663305e-06,0.0073,0 deg
7.9331,6.5681322478149054e-06,0.0074,0 deg
8.33985,9.06099521081323e-06,0.0065,0 deg
8.76745,7.457245227242143e-06,0.0069,0 deg
9.21695,6.329910395795679e-06,0.0069,0 deg
9.6895,5.622872408411847e-06,0.0061,0 deg
10.1863,4.65442038764563e-06,0.0066,0 deg
10.7085,5.880209347467027e-06,0.0059,0 deg
11.2575,7.236889737090163e-06,0.0063,0 deg
11.835,1.0076725120698402e-05,0.0055,0 deg
12.442,2.2144246725238845e-05,0.0037,0 deg
13.0795,4.971954913629434e-05,0.0027,0 deg
13.75,0.00024186928817833398,0.0013,0 deg
14.455,0.0012630888099987633,0.0005,0 deg
15.196,0.0014602597344590775,0.0005,0 deg
15.9755,0.0004987359748041155,0.0008,0 deg
16.7945,5.921273987261676e-06,0.0074,0 deg
17.6555,1.521802857459582e-08,0.1934,0 deg
18.561,1.977936505915685e-09,0.6161,0 deg
19.5125,6.755128866482466e-09,0.1766,0 deg
20.464,5.489377154756346e-09,0.1111,0 deg
