Value,Error,Energy,Angle
1.3128235833553898e-05,0.01585260340594645,0.01 - 0.1,24.9 deg
0.00014683531468739414,0.006237755730278444,0.1 - 1,24.9 deg
4.814066620240332e-05,0.009687025266442427,1 - 3.5,24.9 deg
8.764462175746678e-06,0.03701285165119227,3.5 - 10,24.9 deg
3.069806861039474e-05,0.01597350181721717,10 - 20,24.9 deg
