Value,Error,Energy,Angle
2.3028478028566777e-05,0.015230384124437122,0.1 - 1,66.8 deg
7.757408683957206e-05,0.012000682336179912,1 - 3.5,66.8 deg
7.344055819356628e-05,0.013828873636875478,3.5 - 10,66.8 deg
8.99907605208258e-05,0.009419563626772896,10 - 20,66.8 deg
