Value,Error,Energy,Angle
3.1525327734814693e-06,0.04339646512137928,0.01 - 0.1,66.8 deg
0.00010441287206238818,0.008690717119790291,0.1 - 1,66.8 deg
0.00016950276640806757,0.007023887795620644,1 - 3.5,66.8 deg
3.17009129840848e-05,0.021917648086495413,3.5 - 10,66.8 deg
2.9363065051055396e-05,0.017144146060232103,10 - 20,66.8 deg
