Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,3.3341756764425696e-07,0.0032982230654840655,0.01,0.1,0 deg
0.1 - 1,3.5425687088911826e-06,0.000919008913598951,0.1,1.0,0 deg
1 - 3.5,2.4347702452152085e-06,0.0016251002219159658,1.0,3.5,0 deg
3.5 - 10,5.404324092244969e-07,0.006884650024532751,3.5,10.0,0 deg
10 - 20,2.8573245034915307e-05,0.0012836482911582389,10.0,20.0,0 deg
