Energy,Value,Error,Lower energy,Upper energy,Angle
0.1 - 1,6.765201141706636e-07,0.0033607063085419734,0.1,1.0,24.9 deg
1 - 3.5,4.397196228282643e-07,0.0026570346255698134,1.0,3.5,24.9 deg
3.5 - 10,6.234665042066605e-07,0.003762886334482491,3.5,10.0,24.9 deg
10 - 20,1.412102209263695e-06,0.004797657183289069,10.0,20.0,24.9 deg
