Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,6.693558490800085e-08,0.009157994078894975,0.01,0.1,0 deg
0.1 - 1,1.9068027902026173e-06,0.001060764061954524,0.1,1.0,0 deg
1 - 3.5,9.099430847394295e-06,0.0006981435067911912,1.0,3.5,0 deg
3.5 - 10,5.936855258195553e-06,0.0012119746735379246,3.5,10.0,0 deg
10 - 20,0.00033985486219492353,0.00025842799034932055,10.0,20.0,0 deg
